,"CDM
Number",CODE DESCRIPTION,CPT CODE,REVENUE CDE,CHARGE
2269,6070621,H-B2GP IGG/IGM 8014A     ,86146,302,83.0
2270,6070624,H-B2GP IGM 8041          ,86146,302,83.0
2271,6008361,H-BJ PROT IFE 8047       ,86335,302,29.0
2272,6070592,H-BODY FLUID PH 3208     ,83986,301,18.0
2273,6070622,H-CARDIO AB IGG/IGM 8014B,86147,302,83.0
2274,6008064,H-CARDIOLIPIN AB IGG 8037,86147,302,17.0
2275,6008080,H-CARDIOLIPIN AB IGM 8038,86147,302,17.0
2276,6018014,HCCL CA FOR PTH H8133    ,82310,301,8.0
2277,6070632,H-CEA 8049               ,82378,301,62.0
2278,6015499,H-CHLAMYDIA AMP 8089A    ,87491,306,114.0
2279,6070609,H-COV2CV-19 ADD 6631&6639,U0005       ,306,25.0
2280,6070559,H-COVID-19 6631 & 6639   ,U0003       ,306,100.0
2281,6015234,HCV GENOTYPEPCR HCCL 6611,87902,306,324.0
2282,6015044,HCV PCR HCCL 6610        ,87522,306,162.0
2283,6008122,H-DRVVT 1205             ,85613,305,15.0
2284,6008106,H-DRVVT CONF 1209        ,85613,305,15.0
2285,6007256,HEMOGLOBIN ELECTRO       ,83020,301,105.0
2286,6017487,H-FUNGUS DEF ID 2225     ,87106,306,61.0
2287,6070625,H-FUNGUS DEF ID 2226     ,87106,306,33.0
2288,6070626,H-FUNGUS DEF ID 2227     ,87106,306,33.0
2289,6070627,H-FUNGUS DEF ID 2228     ,87106,306,33.0
2290,6070628,H-FUNGUS DEF ID 2229     ,87106,306,33.0
2291,6015333,H-GBM ABS 8452           ,83516,301,23.0
2292,6018784,H-GBM/PR3 ABS 8453       ,83516,301,23.0
2293,6015515,H-GC AMP 8089B           ,87591,306,139.0
2294,6017982,H-GIARDIA LAMBLIA EIA2684,87329,306,69.0
2295,6070635,H-GLIADIN AB A/G 8430B   ,83516,301,28.82
2296,6070634,H-GLIADIN AB IGA 8431    ,83516,301,28.82
2297,6070636,H-GLIADIN AB IGG 8432    ,83516,301,28.82
2298,6070620,H-HEXAG CONF 1211        ,85732,305,21.0
2299,6070617,H-HGB ACID CONFIRM 8239  ,83020,301,42.0
2300,6017420,H-HIV1 AB DIF 8306A      ,86701,302,66.0
2301,6017446,H-HIV2 AB DIF 8306B      ,86702,302,100.0
2302,6014005,H-IGA 8078               ,82784,301,23.25
2303,6070642,H-IGA 8430A              ,82784,301,23.25
2304,6070641,H-IGA 8438A              ,82784,301,23.25
2305,6015259,H-IGA 8440A              ,82784,301,23.25
2306,6014203,H-IGG 8079               ,82784,301,23.25
2307,6010466,H-IGM 8081               ,82784,301,23.25
2308,6014187,H-IMMNFIX ELECT SR 8077  ,86334,302,29.0
2309,6070615,H-IMMUNOGLOBULINS QN 8093,82784,301,38.0
2310,6017271,HIV RNA QUANT PCR HCCL   ,87536,306,298.0
2311,6070619,H-LUPUS ANT-COAG PT 1235B,85730,305,20.0
2312,6070618,H-LUPUS DRVVT SCRN 1235A ,85613,305,31.0
2313,6070601,H-MICROSOMAL ABY 8008A   ,86376,302,51.0
2314,6007603,H-MICROSOMAL ABY 8018    ,86376,302,53.0
2315,6015358,H-MPO ABS 8450           ,83876,301,23.0
2316,6018785,H-MPO ABS 8453           ,83876,301,23.0
2317,6015374,H-MPO ABS 8454           ,83876,301,23.0
2318,6017529,H-MYCO/FUNG BC 2020      ,87103,306,108.0
2319,6014286,H-MYELOMA 8184A          ,82784,301,38.0
2320,6013254,H-MYELOMA 8184B          ,84165,301,40.0
2321,6013255,H-MYELOMA 8184C          ,86334,302,88.0
2322,6017230,H-NA PROBE MAC 2337      ,87797,306,139.0
2323,6017255,H-NA PROBE MGORD 2338    ,87797,306,139.0
2324,6070640,H-NA PROBE MKAN 2339     ,87797,306,75.1
2325,6017214,H-NA-PROBE MTB 2336      ,87797,306,139.0
2326,6070637,H-NJ-AFB NTL JWSH 2332   ,87186,306,389.55
2327,6017958,H-O&P RITCHIE 2450       ,87177,306,66.0
2328,6017933,H-O&P TRICHROME STAIN    ,87209,306,133.0
2329,6015648,HOMOCYSTEINE TOTAL HCCL  ,83090,301,127.0
2330,6015176,H-PR3 ABS 8451           ,83516,301,23.0
2331,6015192,H-PR3 ABS 8454           ,83516,301,23.0
2332,6010615,H-PROT ELECTR SR 8107A   ,84165,301,40.0
2333,6070616,H-PROT ELECTR SR 8107B   ,84155,301,14.0
2334,6070638,H-Q-M AVIUM CMPLX H96924 ,87186,306,65.77
2335,6015473,H-QUANTIFERON TB 8137    ,86481,302,54.0
2336,6070561,H-SARS-COV-2 AB 8211     ,86769,302,27.5
2337,6070639,H-STRPTOMYCIN SUSC 2361  ,87190,306,18.27
2338,6015010,HSV 1 PCR HCCL C6620     ,87529,306,49.0
2339,6015036,HSV 2 PCR HCCL C6620     ,87529,306,49.0
2340,6070602,H-THYROGLOBULIN ABY 8008B,86800,302,51.0
2341,6070604,H-THYROGLOBULIN ABY 8017 ,86800,302,51.0
2342,6070633,H-TTG AB A/G 8438B       ,83516,301,28.82
2343,6015317,H-TTG AB IGA 8436        ,83516,301,23.0
2344,6015150,H-TTG AB IGG 8441        ,83516,301,23.0
2345,6015101,H-TTG/GLIADIN ABA/G 8440B,83516,301,23.0
2346,6010359,IFE URINE HCCL           ,86335,302,29.0
2347,6014104,IFE URINE HCCL           ,86335,302,34.0
2348,6013270,IGA HCCL                 ,82784,301,5.0
2349,6014062,IGE HCCL                 ,82785,301,5.0
2350,6007454,IGF1 INSULINLIKE GRWTH 1 ,84305,301,66.0
2351,6014260,IGG HCCL                 ,82784,301,5.0
2352,6010706,IGG HCCL C8185           ,82784,301,5.0
2353,6014666,INFLU A RNA PCR HCCL     ,87798,306,113.0
2354,6014682,INFLUENZA H1 GENE  HCCL  ,87798,306,113.0
2355,6014047,KAPPA-LAMBDA SERUM HCCL  ,83883,301,17.0
2356,6014229,KAPPA-LAMDA URINE-HCCL   ,83883,301,17.0
2357,6002703,LIDOCAINE  CHOMP LAB     ,80176,301,18.0
2358,6015366,METHOTREXATE STANFORD    ,80299,301,62.0
2359,6007017,MICROALBUMIN UR QN       ,82043,301,111.0
2360,6007173,MICROALBUMIN UR QN       ,82043,301,101.0
2361,6034409,NEWBORN SCREEN-CSDH      ,84030,301,64.0
2362,6007637,PARATHY HORMONE INTCT HCC,83970,301,40.0
2363,6014302,PROT ELECTRO 24HR UR HCCL,84166,301,63.0
2364,6014328,PROT ELECTRO RAND UR HCCL,84166,301,63.0
2365,6007470,PSA FREE HCCL C8131      ,84154,301,71.0
2366,6007819,PSA HCCL C8131           ,84153,301,71.0
2367,6007652,PTH INTACT W/CALCIUM  HCC,83970,301,40.0
2368,6014906,QUANTIFERON GOLD MONT.CO.,86480,302,73.0
2369,6034417,REF LAB HANDLING FEE     ,99001,300,73.0
2370,6035620,REF LAB HANDLING FEE     ,99001,300,52.0
2371,6035638,REF LAB HANDLING FEE     ,99001,300,125.0
2372,4739777,RHO(D) IMMUNE GLOB 50MCG ,J2788       ,636,1132.8
2373,6008759,RL-A-17 KETO 80650       ,83586,301,26.16
2374,6008130,RL-A-21OH AB 3001962     ,83516,301,46.23
2375,6008932,RL-A-5NUCL 80235         ,83915,301,12.35
2376,6003611,RL-A-A1A 50001           ,82103,301,9.0
2377,6011845,RL-A-A1A PHENO 80500A    ,82104,301,11.0
2378,6011662,RL-A-A1A PHENO 80500B    ,82103,301,11.0
2379,6008403,RL-A-AA QNT P 2009389    ,82139,301,30.0
2380,6010052,RL-A-ABS4 95854          ,86361,302,30.0
2381,6003172,RL-A-ACE 80001           ,82164,301,5.0
2382,6015895,RL-A-ACHR R PAN 2001571A ,83516,301,20.0
2383,6015879,RL-A-ACHR R PAN 2001571B ,83519,301,20.0
2384,6002877,RL-A-ACHRBIN 80009       ,83519,301,15.0
2385,6015697,RL-A-ACHRMOD 99521       ,83516,301,23.0
2386,6070700,RL-A-AC-IGG 50901        ,86147,302,7.0
2387,6070701,RL-A-AC-IGM 50902        ,86147,302,7.0
2388,6002893,RL-A-ACS 20544           ,84060,301,10.6
2389,6002935,RL-A-ACTH 70010          ,82024,301,10.0
2390,6014468,RL-A-ACYLCARN 40033      ,82017,301,75.0
2391,6016729,RL-A-ADAMTS 13 30056     ,85397,305,43.0
2392,6002927,RL-A-AFP TM 80428        ,82105,301,8.0
2393,6002992,RL-A-AL S 99266          ,82108,301,12.06
2394,6002950,RL-A-ALA U 80103         ,82135,301,44.11
2395,6070653,RL-A-ALB/CRT 50203A      ,82043,301,4.5
2396,6070654,RL-A-ALB/CRT 50203B      ,82570,301,4.5
2397,6002901,RL-A-ALDO U 70480        ,82088,301,20.0
2398,6002976,RL-A-ALDOLASE 20012      ,82085,301,6.0
2399,6002885,RL-A-ALDOST 70015        ,82088,301,12.0
2400,6011308,RL-A-ALKP-ISO 21020A     ,84075,301,5.0
2401,6011480,RL-A-ALKP-ISO 21020B     ,84080,301,5.0
2402,6070717,RL-A-AMA 50065           ,83516,301,10.0
2403,6006563,RL-A-AMB 50070           ,86753,302,9.99
2404,6011936,RL-A-AMIKP 90295         ,80150,301,10.87
2405,6012116,RL-A-AMIKT 90300         ,80150,301,10.87
2406,6002836,RL-A-AMIOD 90161         ,80151,301,16.17
2407,6070557,RL-A-AMIT/NORT 90158     ,G0480       ,301,26.19
2408,6018527,RL-A-AMPS UR 2010075     ,G0480       ,301,20.0
2409,6018469,RL-A-ANA IFA AB 3000082  ,86039,302,10.0
2410,6018485,RL-A-ANA REF 50317       ,86038,302,4.0
2411,6003214,RL-A-ANCA IFA 50811      ,86255,302,10.0
2412,6070726,RL-A-ANCA-IFA 3003747    ,86255,302,10.5
2413,6018796,RL-A-ANCA-PN 3003746     ,83516,301,11.0
2414,6018797,RL-A-ANCA-PRO 3003745A   ,83516,301,10.83
2415,6018798,RL-A-ANCA-PRO 3003745B   ,86255,302,10.84
2416,6008957,RL-A-ANDRO TMS 2001638   ,82157,301,24.0
2417,6004733,RL-A-ANTI ISLET 50138    ,86341,302,20.0
2418,6005839,RL-A-ANTI NEU 55506      ,86021,302,62.86
2419,6008999,RL-A-ANTICENT 50714      ,83516,301,14.99
2420,6009823,RL-A-ANTI-INS 99228      ,86337,302,25.0
2421,6018543,RL-A-ANTI-JO 99592       ,86235,302,20.0
2422,6009674,RL-A-APC RST 30127       ,85307,305,21.0
2423,6009856,RL-A-APO A-1 50030       ,82172,301,11.0
2424,6008429,RL-A-APO B-100 50029     ,82172,301,10.0
2425,6003412,RL-A-ARS B 99045         ,82175,301,11.0
2426,6003370,RL-A-ARS U 25000         ,82175,301,13.0
2427,6014971,RL-A-AS UF 20734         ,82175,301,76.56
2428,6070565,RL-A-ASM TITER 51244     ,86256,302,12.0
2429,6070725,RL-A-ASO 50095           ,86060,302,9.0
2430,6011324,RL-A-ASPER PRO 50101     ,86606,302,9.82
2431,6014625,RL-A-ASPERAG 60068       ,87305,306,26.0
2432,6070644,RL-A-ASPERAGB 2003150    ,87305,306,26.0
2433,6005680,RL-A-AT3 30010           ,85300,305,13.0
2434,6010961,RL-A-AT3 PAN 30370A      ,85300,305,15.82
2435,6011142,RL-A-AT3 PAN 30370B      ,85301,305,15.82
2436,6005508,RL-A-AT3AG 30015         ,85301,305,18.64
2437,6070659,RL-A-ATHYG 50105         ,86800,302,5.0
2438,6005698,RL-A-AVH PLASMA 70027    ,84588,301,26.16
2439,6013080,RL-A-B12B 70260          ,82608,301,15.0
2440,6070670,RL-A-B2GPI A 50324       ,86146,302,15.0
2441,6070687,RL-A-B2GPI PAN 50321     ,86146,302,7.5
2442,6070614,RL-A-B2M S 80053         ,82232,301,11.0
2443,6070727,RL-A-B2TRNSF 50047       ,86335,302,70.0
2444,6012470,RL-A-BARB UR 2012213     ,G0480       ,301,51.59
2445,6018048,RL-A-BCR MAJ 2005017     ,81206,310,244.0
2446,6003618,RL-A-BCR RFLX 2005010A   ,81206,310,41.66
2447,6003619,RL-A-BCR RFLX 2005010B   ,81207,310,41.66
2448,6015137,RL-A-BCR RFLX 2005010C   ,81208,310,41.68
2449,6017677,RL-A-BDGLUCAN 2002434    ,87449,306,70.0
2450,6003131,RL-A-BHCG TM 70029       ,84704,301,14.0
2451,6017800,RL-A-BILE AC 70189       ,82239,301,8.0
2452,6017792,RL-A-BILE ACIDS 92610    ,83789,301,60.0
2453,6017891,RL-A-BK QNT BLD 2002304  ,87799,306,50.0
2454,6017917,RL-A-BK QNT URN 2002310  ,87799,306,50.0
2455,6018238,RL-A-BLASTO PPT 50172    ,86612,302,10.87
2456,6018787,RL-A-BLD PARA 2001547A   ,87899,306,65.59
2457,6018788,RL-A-BLD PARA 2001547B   ,87207,306,65.6
2458,6009732,RL-A-BLD SCREEN 90499    ,80307,301,63.25
2459,6018212,RL-A-BLST R SER 3000236  ,86612,302,12.06
2460,6070661,RL-A-BORD PCR 65080      ,87798,306,50.0
2461,6011886,RL-A-BORDA BLOT 2004316  ,86615,302,25.0
2462,6011522,RL-A-BORDG BLOT 2004327  ,86615,302,25.0
2463,6011704,RL-A-BORDM BLOT 2004326  ,86615,302,18.0
2464,6003671,RL-A-BORDPAN3 2001775    ,86615,302,12.0
2465,6011589,RL-A-BRUC 50135          ,86622,302,12.38
2466,6018022,RL-A-BSAP 70053          ,84080,301,30.0
2467,6070646,RL-A-C PEP 70103         ,84681,301,8.0
2468,6003453,RL-A-C1ESTER 50140       ,86160,302,11.48
2469,6012926,RL-A-C2 50148            ,86160,302,28.29
2470,6070728,RL-A-C3 50150            ,86160,302,7.0
2471,6070729,RL-A-C4 50155            ,86160,302,7.0
2472,6070730,RL-A-CA125 80462         ,86304,302,11.0
2473,6003222,RL-A-CA27 29 80392       ,86300,302,9.0
2474,6003313,RL-A-CA-BREAST 80464     ,86300,302,11.86
2475,6013288,RL-A-CADMIUM B 99675     ,82300,301,12.94
2476,6013106,RL-A-CADMIUM U 25040     ,82300,301,12.94
2477,6003024,RL-A-CAFFEINE S 2011603  ,80155,301,35.42
2478,6070731,RL-A-CA-GI 80461         ,86301,302,7.0
2479,6003040,RL-A-CALCI 70006         ,82308,301,20.0
2480,6014773,RL-A-CALCULI 99460       ,82365,301,11.0
2481,6070549,RL-A-CALPRO FEC 3002859  ,83993,301,40.0
2482,6018279,RL-A-CANDIDA AB 95200    ,86628,302,12.0
2483,6070672,RL-A-CARD PAN 51162      ,86147,302,7.0
2484,6070671,RL-A-CARDIO IGA 98358    ,86147,302,7.0
2485,6008817,RL-A-CARN F T 80068      ,82379,301,27.17
2486,6003065,RL-A-CARO 80055          ,82380,301,13.38
2487,6003081,RL-A-CATE PF 80216       ,82384,301,28.0
2488,6003909,RL-A-CATE UF 80407       ,82384,301,25.0
2489,6005896,RL-A-CATSCRATCH 50108    ,86611,302,9.99
2490,6070710,RL-A-CCP IGG 55256       ,86200,302,6.0
2491,6010078,RL-A-CD4 95885           ,86361,302,28.0
2492,6016216,RL-A-CDCO BENZO 2008291  ,G0480       ,301,20.0
2493,6012769,RL-A-CDCO COCA 90359     ,G0480       ,301,30.14
2494,6003607,RL-A-CDCO OPI 90364      ,G0480       ,301,20.0
2495,6003608,RL-A-CDCO THC 90369      ,G0480       ,301,20.0
2496,6070732,RL-A-CEA 80080           ,82378,301,6.0
2497,6018105,RL-A-CEA FL 20742        ,82378,301,10.0
2498,6070688,RL-A-CELIAC REF 2008114  ,82784,301,6.0
2499,6070689,RL-A-CELIAC SCRN 2002026 ,83516,301,39.0
2500,6070610,RL-A-CERU 50160          ,82390,301,7.0
2501,6017818,RL-A-CGA 3002867         ,86316,302,25.0
2502,6006506,RL-A-CH50 TOTAL 3002575  ,86162,302,15.0
2503,6013643,RL-A-CHE P 20167         ,82480,301,12.08
2504,6005375,RL-A-CHE SCRN 20175A     ,82480,301,13.24
2505,6005730,RL-A-CHE SCRN 20175B     ,82482,301,13.25
2506,6003206,RL-A-CHLAM 60850A        ,87110,306,22.5
2507,6070590,RL-A-CHLAM 60850B        ,87140,306,22.5
2508,6012991,RL-A-CHLAM G 65139       ,86631,302,7.44
2509,6070733,RL-A-CHOL FL 20714       ,84311,301,8.54
2510,6002794,RL-A-CHR BM 2002292A     ,88237,311,150.0
2511,6005615,RL-A-CHR BM 2002292B     ,88264,311,150.0
2512,6018766,RL-A-CHR FISHI 2002298A  ,88271,311,125.0
2513,6018782,RL-A-CHR FISHI 2002298B  ,88275,311,125.0
2514,6005797,RL-A-CHR LKB 2002290A    ,88237,311,164.45
2515,6002620,RL-A-CHR LKB 2002290B    ,88264,311,164.45
2516,6018725,RL-A-CHR PB 2002289A     ,88230,311,155.0
2517,6018741,RL-A-CHR PB 2002289B     ,88262,311,155.0
2518,6003818,RL-A-CHR POC 2002288A    ,88233,311,198.0
2519,6003628,RL-A-CHR POC 2002288B    ,88262,311,198.0
2520,6003727,RL-A-CITRIC U 20852      ,82507,301,11.47
2521,6018733,RL-A-CLL 2002295A        ,88271,311,80.75
2522,6018758,RL-A-CLL 2002295B        ,88275,311,80.75
2523,6003388,RL-A-CLOMIP 99336        ,G0480       ,301,21.19
2524,6070562,RL-A-CLON 90055          ,G0480       ,301,26.16
2525,6009716,RL-A-CLORAZ 90196        ,G0480       ,301,27.94
2526,6005862,RL-A-CLOZAP SP 2013433   ,80159,301,20.0
2527,6070713,RL-A-CMV PAN 50622A      ,86644,302,10.0
2528,6070714,RL-A-CMV PAN 50622B      ,86645,302,10.0
2529,6002778,RL-A-CMV QNT 51813       ,87497,306,40.0
2530,6070719,RL-A-CMVPCR 60040        ,87496,306,40.0
2531,6018246,RL-A-COCCI 50170         ,86635,302,9.71
2532,6018220,RL-A-COCCI PAN 50588     ,86635,302,9.92
2533,6018204,RL-A-COCCICFCSF 3000059  ,86635,302,9.71
2534,6016208,RL-A-COLD 50175          ,86157,302,12.35
2535,6004147,RL-A-COPPER 20096P       ,82525,301,6.0
2536,6004162,RL-A-CORT UF 97222       ,82530,301,16.26
2537,6070724,RL-A-COV19G SQ 3003648   ,86769,302,33.5
2538,6070711,RL-A-COVID19IGG 3002723  ,86769,302,40.0
2539,6070553,RL-A-COVID19NAA 3002638  ,U0003       ,306,95.0
2540,6003800,RL-A-COX A9 50503        ,86658,302,19.98
2541,6011563,RL-A-COX B 60055         ,86658,302,14.0
2542,6017693,RL-A-CR S 98830          ,82495,301,14.0
2543,6016760,RL-A-CRY BLD 50196       ,87327,306,22.0
2544,6016943,RL-A-CRY CSF 50195       ,87327,306,20.0
2545,6011433,RL-A-CRYGB QNT 2002063   ,82595,301,6.76
2546,6018783,RL-A-CRYO FIB 50190      ,82585,301,8.23
2547,6070664,RL-A-CRYSPOR 60045       ,87328,306,15.0
2548,6012579,RL-A-CSF ELECT 50590A    ,84157,301,9.85
2549,6012751,RL-A-CSF ELECT 50590B    ,84166,301,9.85
2550,6003674,RL-A-CTX 70416           ,82523,301,40.0
2551,6070669,RL-A-CYA 70035           ,80158,301,15.0
2552,6003676,RL-A-CYST CSF 55285      ,86682,302,18.52
2553,6008650,RL-A-CYST SER 55284      ,86682,302,18.83
2554,6003622,RL-A-CYSTAT C 95229      ,82610,301,20.0
2555,6014344,RL-A-DEN G 93097         ,86790,302,16.75
2556,6014369,RL-A-DEN M 93098         ,86790,302,16.75
2557,6018789,RL-A-DENGUEPCR 2013294   ,87798,306,211.2
2558,6009013,RL-A-DHEA TMS 2001640    ,82626,301,11.0
2559,6070658,RL-A-DHEAS 70040         ,82627,301,6.0
2560,6002661,RL-A-DHR 96657           ,86352,302,140.8
2561,6018667,RL-A-DHT TMS 2002349     ,82642,301,20.0
2562,6004055,RL-A-DNA 50215           ,86225,302,10.0
2563,6013122,RL-A-DNA MISC 95155      ,88182,311,107.25
2564,6009138,RL-A-DNSB 50220          ,86215,302,9.13
2565,6015481,RL-A-DPD 70212           ,82523,301,55.03
2566,6070655,RL-A-EBV G 50235         ,86665,302,5.0
2567,6070660,RL-A-EBV M 50240         ,86665,302,8.0
2568,6070707,RL-A-EBV PAN 50600A      ,86663,302,6.75
2569,6070708,RL-A-EBV PAN 50600B      ,86664,302,6.75
2570,6070709,RL-A-EBV PAN 50600C      ,86665,302,6.75
2571,6070643,RL-A-EBV QNT 51352       ,87799,306,40.0
2572,6002430,RL-A-EBVPCR 50246        ,87798,306,40.0
2573,6012454,RL-A-ECHO 60053          ,86658,302,22.35
2574,6016265,RL-A-ELASTASE 3002858    ,83520,301,35.0
2575,6002554,RL-A-EMA R 50734         ,83516,301,7.0
2576,6008510,RL-A-EMAR TITER 50736    ,86256,302,17.0
2577,6004113,RL-A-ERYTH 50227         ,82668,301,7.0
2578,6003958,RL-A-EST 70051           ,82677,301,11.77
2579,6004139,RL-A-EST FR TMS 93248    ,82671,301,12.0
2580,6004295,RL-A-ESTRA 70045         ,82670,301,9.0
2581,6008486,RL-A-ESTRNE TMS 93249    ,82679,301,25.0
2582,6003974,RL-A-ETHOSUX 2010358     ,80168,301,14.99
2583,6015838,RL-A-ETPMF RFX 3003800   ,81270,310,70.0
2584,6006738,RL-A-EV PCR 50249        ,87498,306,45.0
2585,6006225,RL-A-F10 30105           ,85260,305,24.68
2586,6012967,RL-A-F11 30110           ,85270,305,42.35
2587,6013148,RL-A-F12 30115           ,85280,305,39.71
2588,6012785,RL-A-F5 30075            ,85220,305,21.16
2589,6004337,RL-A-F8 30095            ,85240,305,20.0
2590,6017412,RL-A-F9 30100            ,85250,305,32.91
2591,6070734,RL-A-FA PRO SP 2013518   ,82542,301,87.0
2592,6003990,RL-A-FACTOR 13 2002819   ,85291,305,29.48
2593,6015713,RL-A-FACV 97720          ,81241,310,35.0
2594,6014450,RL-A-FBRL AB 2010805A    ,86622,302,12.78
2595,6010326,RL-A-FBRL AB 2010805B    ,86757,302,12.75
2596,6014534,RL-A-FBRL AB 2010805C    ,86768,302,12.75
2597,6012355,RL-A-FDIL 90141A         ,80185,301,14.41
2598,6012538,RL-A-FDIL 90141B         ,80186,301,14.41
2599,6070579,RL-A-FECFAT 20385        ,82705,301,14.0
2600,6002929,RL-A-FECQFAT24 2002354   ,82710,301,28.38
2601,6002928,RL-A-FECQFAT48 2002355   ,82710,301,28.38
2602,6002930,RL-A-FECQFAT72 2002356   ,82710,301,28.38
2603,6004014,RL-A-FELBAMA 94030       ,80167,301,17.03
2604,6003623,RL-A-FIBRO V 2005661A    ,84450,301,17.0
2605,6003624,RL-A-FIBRO V 2005661B    ,84460,301,17.0
2606,6003625,RL-A-FIBRO V 2005661C    ,82977,301,17.0
2607,6003626,RL-A-FIBRO V 2005661D    ,84520,301,17.0
2608,6003627,RL-A-FIBRO V 2005661E    ,83883,301,17.0
2609,6004030,RL-A-FLEC 90003          ,80181,301,25.21
2610,6010813,RL-A-FLUA G 51074        ,86710,302,9.11
2611,6010631,RL-A-FLUA M 51081        ,86710,302,9.11
2612,6010656,RL-A-FLUB G 51080        ,86710,302,9.11
2613,6011035,RL-A-FLUB M 51079        ,86710,302,9.11
2614,6070563,RL-A-FLUPHEN 99906       ,G0480       ,301,22.69
2615,6008726,RL-A-FOOD PAN 55100      ,86003,302,4.4
2616,6070680,RL-A-FREE T 70109A       ,84403,301,3.0
2617,6070681,RL-A-FREE T 70109B       ,84270,301,3.0
2618,6070682,RL-A-FREE T 70109C       ,84402,301,3.0
2619,6009393,RL-A-FRUCTOSAM 99012     ,82985,301,9.42
2620,6005086,RL-A-FSH 70055           ,83001,301,10.0
2621,6070720,RL-A-FT3 70133           ,84481,301,5.0
2622,6010110,RL-A-FTA CSF G 55273     ,86780,302,16.0
2623,6004386,RL-A-G6PD 80135          ,82955,301,17.0
2624,6009575,RL-A-GABAP 90057         ,80171,301,16.32
2625,6070569,RL-A-GAD-AB 2001771      ,86341,302,25.0
2626,6016661,RL-A-GASBLD 60310A       ,82271,301,4.11
2627,6018793,RL-A-GASBLD 60310B       ,83986,301,4.12
2628,6004568,RL-A-GAST 70075          ,82941,301,12.96
2629,6070663,RL-A-GBM G ELIS 51000    ,83516,301,20.0
2630,6070581,RL-A-GIEMSA 49025        ,87207,306,40.0
2631,6070712,RL-A-GLAM 60048          ,87329,306,12.0
2632,6070647,RL-A-GLIADPEP A 51357    ,83516,301,9.0
2633,6070648,RL-A-GLIADPEP G 51359    ,83516,301,9.71
2634,6008502,RL-A-GLUCA 99165         ,82943,301,19.98
2635,6008874,RL-A-HALO 99640          ,80173,301,23.35
2636,6070735,RL-A-HAPTO 50280         ,83010,301,8.0
2637,6004600,RL-A-HBCAB 20091         ,86704,302,6.0
2638,6004782,RL-A-HBCABM 20092        ,86705,302,10.0
2639,6004964,RL-A-HBEAB 20095         ,86707,302,14.7
2640,6005144,RL-A-HBEAG 20094         ,87350,306,13.82
2641,6008627,RL-A-HBSAG CONF 20128    ,87341,306,30.71
2642,6018584,RL-A-HBV QNT 3000863     ,87517,306,50.0
2643,6013684,RL-A-HEINZ 49090A        ,85441,305,49.94
2644,6070570,RL-A-HEINZ 49090B        ,85445,305,49.94
2645,6009609,RL-A-HEP D AB 20799      ,86692,302,12.52
2646,6009625,RL-A-HEP D IGM 98507     ,86692,302,88.3
2647,6070736,RL-A-HEPC QNT 3000572    ,87522,306,38.68
2648,6004444,RL-A-HEPCGENO 55593      ,87902,306,50.0
2649,6009641,RL-A-HEPD AG 2006450     ,87380,306,125.0
2650,6012801,RL-A-HER1/2 CSF 50394    ,86694,302,16.28
2651,6006498,RL-A-HERP I S 50292      ,86695,302,13.5
2652,6006332,RL-A-HERP II S 50294     ,86696,302,13.5
2653,6014526,RL-A-HERP PAN 50291      ,86694,302,8.75
2654,6003672,RL-A-HERPR PAN 50916     ,86694,302,8.75
2655,6016059,RL-A-HEXOS A P/S 2008121 ,83080,301,133.98
2656,6015796,RL-A-HFE PCR 55656       ,81256,310,65.0
2657,6005136,RL-A-HG B 99305          ,83825,301,9.5
2658,6070673,RL-A-HGBEL 50610         ,83021,301,18.0
2659,6004246,RL-A-HGBP 20058          ,83051,301,14.0
2660,6070599,RL-A-HGH 70080           ,83003,301,14.0
2661,6016430,RL-A-HHV6 G 2013423      ,86790,302,100.0
2662,6006647,RL-A-HIAA 80420          ,83497,301,17.0
2663,6011449,RL-A-HISTO 50625         ,86698,302,9.42
2664,6007728,RL-A-HISTOGM U 2009418   ,87385,306,35.0
2665,6009997,RL-A-HIST-P 70036        ,83088,301,24.11
2666,6010292,RL-A-HIST-U 70038        ,83088,301,25.0
2667,6009666,RL-A-HIST-WB 70037       ,83088,301,24.11
2668,6005847,RL-A-HIT IGG 2012179     ,86022,302,30.0
2669,6070677,RL-A-HIV AB DIF 2012669A ,86701,302,25.0
2670,6070678,RL-A-HIV AB DIF 2012669B ,86702,302,25.0
2671,6070679,RL-A-HIV QNT 3000867     ,87536,306,60.0
2672,6018799,RL-A-HIV1 NGS 3003853A   ,87900,306,140.0
2673,6018800,RL-A-HIV1 NGS 3003853B   ,87901,306,140.0
2674,6018801,RL-A-HIV1 NGS 3003853C   ,87906,306,140.0
2675,6010011,RL-A-HIV1GENO 55670      ,87901,306,200.0
2676,6015432,RL-A-HIVPHENOGT 92399A   ,87900,306,123.28
2677,6006316,RL-A-HIVPHENOGT 92399B   ,87901,306,123.27
2678,6015416,RL-A-HIVPHENOGT 92399C   ,87903,306,123.27
2679,6015390,RL-A-HIVPHENOGT 92399D   ,87904,306,123.27
2680,6004824,RL-A-HLAB27 95840        ,86812,302,27.0
2681,6070718,RL-A-HOMOCY-QNT 99869    ,83090,301,13.0
2682,6012983,RL-A-HSVMC CSF 50408     ,86694,302,16.28
2683,6070567,RL-A-HSVPCR 60041        ,87529,306,45.0
2684,6070737,RL-A-HSVPCR RFX 2011148  ,87529,306,45.0
2685,6070738,RL-A-HSVTYPEPCR 2010095  ,87529,306,100.0
