Run Date: 2/12/2023 12:23:33 AM
CDM Date Stamp: 9/23/2022

Procedure Code,Description,Price Tier,Revenue Code,CPT HCPCS Code,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge
43906924_1,HEP IND PNL-SEROTONIN RELEASE,Outpatient,0300,86022,,0,162.50,162.50,162.50,162.50
43906932_1,HEP IND PNL-HEPARIN INDUCED PL,Inpatient,0300,86022,,0,162.50,162.50,162.50,162.50
43906932_1,HEP IND PNL-HEPARIN INDUCED PL,Outpatient,0300,86022,,0,162.50,162.50,162.50,162.50
43906957_1,ID PNL-#CD19,Inpatient,0300,86355,,0,87.50,87.50,87.50,87.50
43906957_1,ID PNL-#CD19,Outpatient,0300,86355,,0,87.50,87.50,87.50,87.50
43906965_1,ID PNL-#CD3,Inpatient,0300,86359,,0,87.50,87.50,87.50,87.50
43906965_1,ID PNL-#CD3,Outpatient,0300,86359,,0,87.50,87.50,87.50,87.50
43906973_1,ID PNL-#CD2,Inpatient,0302,86486,,0,87.50,87.50,87.50,87.50
43906973_1,ID PNL-#CD2,Outpatient,0302,86486,,0,87.50,87.50,87.50,87.50
43906981_1,ID PNL-#CD4,Inpatient,0300,86360,,0,87.50,87.50,87.50,87.50
43906981_1,ID PNL-#CD4,Outpatient,0300,86360,,0,87.50,87.50,87.50,87.50
43907005_1,H DUST PNL-CAT DANDER IGE,Inpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907005_1,H DUST PNL-CAT DANDER IGE,Outpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907013_1,H DUST PNL-DOG EPITHELIA IGE,Inpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907013_1,H DUST PNL-DOG EPITHELIA IGE,Outpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907021_1,H DUST PNL-D farinae IGE,Inpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907021_1,H DUST PNL-D farinae IGE,Outpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907039_1,H DUST PNL-H2 IGE,Inpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907039_1,H DUST PNL-H2 IGE,Outpatient,0302,86003,,0,10.07,10.07,10.07,10.07
43907047_1,"ACYLCARNITINE,PLASMA",Inpatient,0301,82017,,0,89.20,89.20,89.20,89.20
43907047_1,"ACYLCARNITINE,PLASMA",Outpatient,0301,82017,,0,89.20,89.20,89.20,89.20
43907054_1,BERMUDA GRASS ALLERGEN,Inpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907054_1,BERMUDA GRASS ALLERGEN,Outpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907062_1,TIMOTHY GRASS ALLERGEN,Inpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907062_1,TIMOTHY GRASS ALLERGEN,Outpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907070_1,MOLD SCREEN,Inpatient,0301,83520,,0,20.14,20.14,20.14,20.14
43907070_1,MOLD SCREEN,Outpatient,0301,83520,,0,20.14,20.14,20.14,20.14
43907088_1,HOUSE DUST HX2 ALLERGEN,Inpatient,0302,86003,,0,20.14,20.14,20.14,20.14
43907088_1,HOUSE DUST HX2 ALLERGEN,Outpatient,0302,86003,,0,20.14,20.14,20.14,20.14
43907096_1,Jo-1 AB,Inpatient,0302,86235,,0,86.16,86.16,86.16,86.16
43907096_1,Jo-1 AB,Outpatient,0302,86235,,0,86.16,86.16,86.16,86.16
43907112_1,JO1&SCL70 PNL-Jo-1,Inpatient,0302,86235,,0,44.75,44.75,44.75,44.75
43907112_1,JO1&SCL70 PNL-Jo-1,Outpatient,0302,86235,,0,44.75,44.75,44.75,44.75
43907120_1,JO1&SCL70 PNL-SCL-70,Inpatient,0302,86235,,0,12.00,12.00,12.00,12.00
43907120_1,JO1&SCL70 PNL-SCL-70,Outpatient,0302,86235,,0,12.00,12.00,12.00,12.00
43907138_1,ALTERNARIA TENUIS ALLERGEN,Inpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907138_1,ALTERNARIA TENUIS ALLERGEN,Outpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907146_1,HOUSE DUST H2 ALLERGEN,Inpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907146_1,HOUSE DUST H2 ALLERGEN,Outpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907153_1,COCKROACH ALLERGEN,Inpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907153_1,COCKROACH ALLERGEN,Outpatient,0302,86003,,0,6.00,6.00,6.00,6.00
43907161_1,ASPERGILLUS FUMIGATUS IGG,Inpatient,0302,86001,,0,49.18,49.18,49.18,49.18
43907161_1,ASPERGILLUS FUMIGATUS IGG,Outpatient,0302,86001,,0,49.18,49.18,49.18,49.18
43907187_1,O&P-QUEST EXAM,Inpatient,0306,87177,,0,4.18,4.18,4.18,4.18
43907187_1,O&P-QUEST EXAM,Outpatient,0306,87177,,0,4.18,4.18,4.18,4.18
43907195_1,O&P-QUEST PERMANENT SMEAR,Inpatient,0306,87209,,0,4.19,4.19,4.19,4.19
43907195_1,O&P-QUEST PERMANENT SMEAR,Outpatient,0306,87209,,0,4.19,4.19,4.19,4.19
43907211_1,AMPHETAMINES DAU,Inpatient,0301,80307,,0,8.03,8.03,8.03,8.03
43907211_1,AMPHETAMINES DAU,Outpatient,0301,80307,,0,8.03,8.03,8.03,8.03
43907229_1,BARBITURATES DAU,Inpatient,0301,G0480,,0,8.03,8.03,8.03,8.03
43907229_1,BARBITURATES DAU,Outpatient,0301,G0480,,0,8.03,8.03,8.03,8.03
43907237_1,BENZODIAZEPINES DAU,Inpatient,0301,80307,,0,8.03,8.03,8.03,8.03
43907237_1,BENZODIAZEPINES DAU,Outpatient,0301,80307,,0,8.03,8.03,8.03,8.03
43907245_1,COCAINE METABOLITES DAU,Inpatient,0301,G0480,,0,8.03,8.03,8.03,8.03
43907245_1,COCAINE METABOLITES DAU,Outpatient,0301,G0480,,0,8.03,8.03,8.03,8.03
43907252_1,MARIJUANA METABOLITES DAU,Inpatient,0301,G0480,,0,8.03,8.03,8.03,8.03
43907252_1,MARIJUANA METABOLITES DAU,Outpatient,0301,G0480,,0,8.03,8.03,8.03,8.03
43907260_1,METHADONE DAU,Inpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907260_1,METHADONE DAU,Outpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907278_1,METHAQUALONE DAU,Inpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907278_1,METHAQUALONE DAU,Outpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907286_1,OPIATES DAU,Inpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907286_1,OPIATES DAU,Outpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907294_1,PCP DAU,Inpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907294_1,PCP DAU,Outpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907302_1,PROPOXYPHENE DAU,Inpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907302_1,PROPOXYPHENE DAU,Outpatient,0301,G0480,,0,8.04,8.04,8.04,8.04
43907310_1,PTH-RELATED PROTEIN(PTH-Rp),Inpatient,0301,83519,,0,33.60,33.60,33.60,33.60
43907310_1,PTH-RELATED PROTEIN(PTH-Rp),Outpatient,0301,83519,,0,33.60,33.60,33.60,33.60
43907328_1,URINE ORGANIC ACIDS,Inpatient,0301,83919,,0,311.00,311.00,311.00,311.00
43907328_1,URINE ORGANIC ACIDS,Outpatient,0301,83919,,0,311.00,311.00,311.00,311.00
43907336_1,HUNTINGTON DISEASE MUTATION AN,Inpatient,0310,81401,,0,350.00,350.00,350.00,350.00
43907336_1,HUNTINGTON DISEASE MUTATION AN,Outpatient,0310,81401,,0,350.00,350.00,350.00,350.00
43907385_1,vW PNL-vW IA BY RIA,Inpatient,0300,83520,,0,147.67,147.67,147.67,147.67
43907385_1,vW PNL-vW IA BY RIA,Outpatient,0300,83520,,0,147.67,147.67,147.67,147.67
43907393_1,vW PNL-APTT,Inpatient,0305,85730,,0,75.25,75.25,75.25,75.25
43907393_1,vW PNL-APTT,Outpatient,0305,85730,,0,75.25,75.25,75.25,75.25
43907401_1,vW PNL-FACTOR VIII ACTIVITY,Inpatient,0305,85240,,0,75.25,75.25,75.25,75.25
43907401_1,vW PNL-FACTOR VIII ACTIVITY,Outpatient,0305,85240,,0,75.25,75.25,75.25,75.25
43907419_1,vW PNL-vWf ANTIGEN,Inpatient,0305,85246,,0,75.25,75.25,75.25,75.25
43907419_1,vW PNL-vWf ANTIGEN,Outpatient,0305,85246,,0,75.25,75.25,75.25,75.25
43907427_1,vW PNL-RISTOCENTIN COFACTOR,Inpatient,0305,85245,,0,75.25,75.25,75.25,75.25
43907427_1,vW PNL-RISTOCENTIN COFACTOR,Outpatient,0305,85245,,0,75.25,75.25,75.25,75.25
43907443_1,C.trachomatis DNA PROBE by GEN,Inpatient,0306,87490,,0,12.19,12.19,12.19,12.19
43907443_1,C.trachomatis DNA PROBE by GEN,Outpatient,0306,87490,,0,12.19,12.19,12.19,12.19
43907468_1,MET PNL-TOTAL METANEPH,Inpatient,0301,83835,,0,21.07,21.07,21.07,21.07
43907468_1,MET PNL-TOTAL METANEPH,Outpatient,0301,83835,,0,21.07,21.07,21.07,21.07
43907476_1,"MET PNL-CREAT,RU",Inpatient,0301,82570,,0,6.43,6.43,6.43,6.43
43907476_1,"MET PNL-CREAT,RU",Outpatient,0301,82570,,0,6.43,6.43,6.43,6.43
43907484_1,"OXCARBAZEPINE METABOLITE,SERUM",Inpatient,0301,80183,,0,35.50,35.50,35.50,35.50
43907484_1,"OXCARBAZEPINE METABOLITE,SERUM",Outpatient,0301,80183,,0,35.50,35.50,35.50,35.50
43907492_1,TSH AB,Inpatient,0301,83519,,0,118.00,118.00,118.00,118.00
43907492_1,TSH AB,Outpatient,0301,83519,,0,118.00,118.00,118.00,118.00
43907500_1,THROMBIN CLOTTING TIME,Inpatient,0305,85670,,0,40.75,40.75,40.75,40.75
43907500_1,THROMBIN CLOTTING TIME,Outpatient,0305,85670,,0,40.75,40.75,40.75,40.75
43907518_1,"PH, FECES",Inpatient,0301,83986,,0,22.90,22.90,22.90,22.90
43907518_1,"PH, FECES",Outpatient,0301,83986,,0,22.90,22.90,22.90,22.90
43907526_1,"MYOGLOBIN,URINE",Inpatient,0301,83874,,0,15.06,15.06,15.06,15.06
43907526_1,"MYOGLOBIN,URINE",Outpatient,0301,83874,,0,15.06,15.06,15.06,15.06
43907534_1,"HISTONE AB,QL BY EIA",Inpatient,0301,83516,,0,82.24,82.24,82.24,82.24
43907534_1,"HISTONE AB,QL BY EIA",Outpatient,0301,83516,,0,82.24,82.24,82.24,82.24
43907542_1,GLOMERULAR BASEMENT MEMBRANE A,Inpatient,0301,83520,,0,135.78,135.78,135.78,135.78
43907542_1,GLOMERULAR BASEMENT MEMBRANE A,Outpatient,0301,83520,,0,135.78,135.78,135.78,135.78
43907567_1,GLIADIN PNL-IGG AB,Inpatient,0301,83516,,0,72.00,72.00,72.00,72.00
43907567_1,GLIADIN PNL-IGG AB,Outpatient,0301,83516,,0,72.00,72.00,72.00,72.00
43907575_1,GLIADIN PNL-IGA AB,Inpatient,0301,83516,,0,72.00,72.00,72.00,72.00
43907575_1,GLIADIN PNL-IGA AB,Outpatient,0301,83516,,0,72.00,72.00,72.00,72.00
43907583_1,"11-DEOXYCORTISOL,SERUM",Inpatient,0300,82634,,0,122.00,122.00,122.00,122.00
43907583_1,"11-DEOXYCORTISOL,SERUM",Outpatient,0300,82634,,0,122.00,122.00,122.00,122.00
43907591_1,"C1 INHIBITOR,FUNCTIONAL",Inpatient,0301,83520,,0,21.79,21.79,21.79,21.79
43907591_1,"C1 INHIBITOR,FUNCTIONAL",Outpatient,0301,83520,,0,21.79,21.79,21.79,21.79
43907609_1,CHRM ANLYS-TISS CULT,Inpatient,0311,88233,,0,522.58,522.58,522.58,522.58
43907609_1,CHRM ANLYS-TISS CULT,Outpatient,0311,88233,,0,522.58,522.58,522.58,522.58
43907617_1,CHRM ANLYS-TISS CT CELLS,Inpatient,0311,88262,,0,463.42,463.42,463.42,463.42
43907617_1,CHRM ANLYS-TISS CT CELLS,Outpatient,0311,88262,,0,463.42,463.42,463.42,463.42
43907625_1,CHRM ANLYS-TISS INTRPT,Inpatient,0311,88291,,0,10.00,10.00,10.00,10.00
43907625_1,CHRM ANLYS-TISS INTRPT,Outpatient,0311,88291,,0,10.00,10.00,10.00,10.00
43907658_1,CT/GC PNL-CT GC SCREEN,Inpatient,0306,87800,,0,15.00,15.00,15.00,15.00
43907658_1,CT/GC PNL-CT GC SCREEN,Outpatient,0306,87800,,0,15.00,15.00,15.00,15.00
43907666_1,CT/GC PNL-PROBE,Inpatient,0306,87490,,0,12.19,12.19,12.19,12.19
43907666_1,CT/GC PNL-PROBE,Outpatient,0306,87490,,0,12.19,12.19,12.19,12.19
43907674_1,CT/GC PNL-GC PROBE,Inpatient,0306,87590,,0,12.13,12.13,12.13,12.13
43907674_1,CT/GC PNL-GC PROBE,Outpatient,0306,87590,,0,12.13,12.13,12.13,12.13
43907690_1,CARD PNL-AB SCREEN,Inpatient,0302,86147,,0,55.00,55.00,55.00,55.00
43907690_1,CARD PNL-AB SCREEN,Outpatient,0302,86147,,0,55.00,55.00,55.00,55.00
43907708_1,CARD PNL-IGG,Inpatient,0302,86147,,0,50.00,50.00,50.00,50.00
43907708_1,CARD PNL-IGG,Outpatient,0302,86147,,0,50.00,50.00,50.00,50.00
43907716_1,CARD PNL-IGM,Inpatient,0302,86147,,0,50.00,50.00,50.00,50.00
43907716_1,CARD PNL-IGM,Outpatient,0302,86147,,0,50.00,50.00,50.00,50.00
43907740_1,A1A QNT-TOTAL A1A,Inpatient,0301,82103,,0,52.22,52.22,52.22,52.22
43907740_1,A1A QNT-TOTAL A1A,Outpatient,0301,82103,,0,52.22,52.22,52.22,52.22
43907807_1,ALPHA 2 MACROGLOBUIN,Inpatient,0301,83883,,0,61.00,61.00,61.00,61.00
43907807_1,ALPHA 2 MACROGLOBUIN,Outpatient,0301,83883,,0,61.00,61.00,61.00,61.00
43907823_1,"MAG,WESTERN BLOT",Inpatient,0301,84182,,0,105.94,105.94,105.94,105.94
43907823_1,"MAG,WESTERN BLOT",Outpatient,0301,84182,,0,105.94,105.94,105.94,105.94
43907849_1,IGG 1,Inpatient,0301,82787,,0,22.36,22.36,22.36,22.36
43907849_1,IGG 1,Outpatient,0301,82787,,0,22.36,22.36,22.36,22.36
43907856_1,IGG 2,Inpatient,0301,82787,,0,22.33,22.33,22.33,22.33
43907856_1,IGG 2,Outpatient,0301,82787,,0,22.33,22.33,22.33,22.33
43907864_1,IGG 3,Inpatient,0301,82787,,0,22.33,22.33,22.33,22.33
43907864_1,IGG 3,Outpatient,0301,82787,,0,22.33,22.33,22.33,22.33
43907872_1,IGG 4,Inpatient,0301,82787,,0,22.33,22.33,22.33,22.33
43907872_1,IGG 4,Outpatient,0301,82787,,0,22.33,22.33,22.33,22.33
43907880_1,MAG IGM,Inpatient,0301,83520,,0,115.00,115.00,115.00,115.00
43907880_1,MAG IGM,Outpatient,0301,83520,,0,115.00,115.00,115.00,115.00
43907898_1,MAG SGPG,Inpatient,0301,83520,,0,108.00,108.00,108.00,108.00
43907898_1,MAG SGPG,Outpatient,0301,83520,,0,108.00,108.00,108.00,108.00
43907906_1,HISTOPLASMA ANTIGEN,Inpatient,0306,87385,,0,71.25,71.25,71.25,71.25
43907906_1,HISTOPLASMA ANTIGEN,Outpatient,0306,87385,,0,71.25,71.25,71.25,71.25
43907922_1,17-KETOSTRD TOTAL FOR 17-KETOS,Inpatient,0300,83586,,0,16.58,16.58,16.58,16.58
43907922_1,17-KETOSTRD TOTAL FOR 17-KETOS,Outpatient,0300,83586,,0,16.58,16.58,16.58,16.58
43907930_1,"CREA,U FOR 17-KETOSTRD PNL",Inpatient,0300,82570,,0,6.70,6.70,6.70,6.70
43907930_1,"CREA,U FOR 17-KETOSTRD PNL",Outpatient,0300,82570,,0,6.70,6.70,6.70,6.70
43907948_1,5-HIAA 24HR UR,Inpatient,0301,83497,,0,20.31,20.31,20.31,20.31
43907948_1,5-HIAA 24HR UR,Outpatient,0301,83497,,0,20.31,20.31,20.31,20.31
43907963_1,"DPD,FREE FOR DPD PNL",Inpatient,0300,82523,,0,91.49,91.49,91.49,91.49
43907963_1,"DPD,FREE FOR DPD PNL",Outpatient,0300,82523,,0,91.49,91.49,91.49,91.49
43907971_1,"CREA,RU FOR DPD PNL",Inpatient,0300,82570,,0,25.51,25.51,25.51,25.51
43907971_1,"CREA,RU FOR DPD PNL",Outpatient,0300,82570,,0,25.51,25.51,25.51,25.51
43907989_1,"HGB A2,QUANT",Inpatient,0301,83021,,0,60.00,60.00,60.00,60.00
43907989_1,"HGB A2,QUANT",Outpatient,0301,83021,,0,60.00,60.00,60.00,60.00
43907997_1,RISPERIDONE,Inpatient,0301,G0480,,0,101.00,101.00,101.00,101.00
43907997_1,RISPERIDONE,Outpatient,0301,G0480,,0,101.00,101.00,101.00,101.00
43908003_1,Mpenumoniae IgM by IFA,Inpatient,0302,86738,,0,45.20,45.20,45.20,45.20
43908003_1,Mpenumoniae IgM by IFA,Outpatient,0302,86738,,0,45.20,45.20,45.20,45.20
43908011_1,ACETYLCHOLINE RECEPTOR BLOCKIN,Inpatient,0301,84238,,0,135.78,135.78,135.78,135.78
43908011_1,ACETYLCHOLINE RECEPTOR BLOCKIN,Outpatient,0301,84238,,0,135.78,135.78,135.78,135.78
43908029_1,"MERCURY,SERUM OR PLASMA",Inpatient,0301,83825,,0,51.00,51.00,51.00,51.00
43908029_1,"MERCURY,SERUM OR PLASMA",Outpatient,0301,83825,,0,51.00,51.00,51.00,51.00
43908045_1,"CA,2ND AM VOID FOR PED CALCIUM",Inpatient,0301,82310,,0,8.73,8.73,8.73,8.73
43908045_1,"CA,2ND AM VOID FOR PED CALCIUM",Outpatient,0301,82310,,0,8.73,8.73,8.73,8.73
43908052_1,"CREA,RU FOR PED CALCIUM PNL",Inpatient,0301,82570,,0,8.77,8.77,8.77,8.77
43908052_1,"CREA,RU FOR PED CALCIUM PNL",Outpatient,0301,82570,,0,8.77,8.77,8.77,8.77
43908060_1,"ZINC,SERUM",Inpatient,0301,84630,,0,53.26,53.26,53.26,53.26
43908060_1,"ZINC,SERUM",Outpatient,0301,84630,,0,53.26,53.26,53.26,53.26
43908078_1,CYSTICERCOSIS Abs,Inpatient,0302,86682,,0,66.00,66.00,66.00,66.00
43908078_1,CYSTICERCOSIS Abs,Outpatient,0302,86682,,0,66.00,66.00,66.00,66.00
43908086_1,ALPHA-THALASSEMIA DNA MUTATION,Inpatient,0310,81257,,0,460.00,460.00,460.00,460.00
43908086_1,ALPHA-THALASSEMIA DNA MUTATION,Outpatient,0310,81257,,0,460.00,460.00,460.00,460.00
43908185_1,PARVOVIRUS B19 DNA BY PCR,Inpatient,0306,87798,,0,92.30,92.30,92.30,92.30
43908185_1,PARVOVIRUS B19 DNA BY PCR,Outpatient,0306,87798,,0,92.30,92.30,92.30,92.30
43908193_1,"17-OH PROGESTERONE,NEONATE",Inpatient,0301,83498,,0,37.21,37.21,37.21,37.21
43908193_1,"17-OH PROGESTERONE,NEONATE",Outpatient,0301,83498,,0,37.21,37.21,37.21,37.21
43908201_1,LEPTOSPIRA AB,Inpatient,0302,86720,,0,19.72,19.72,19.72,19.72
43908201_1,LEPTOSPIRA AB,Outpatient,0302,86720,,0,19.72,19.72,19.72,19.72
43908219_1,TRYPTASE,Inpatient,0301,83520,,0,26.50,26.50,26.50,26.50
43908219_1,TRYPTASE,Outpatient,0301,83520,,0,26.50,26.50,26.50,26.50
43908235_1,ENA-Pm-Scl AB,Inpatient,0300,83516,,0,39.73,39.73,39.73,39.73
43908235_1,ENA-Pm-Scl AB,Outpatient,0300,83516,,0,39.73,39.73,39.73,39.73
43908243_1,ENA-HISTONE AB,Inpatient,0300,86038,,0,52.00,52.00,52.00,52.00
43908243_1,ENA-HISTONE AB,Outpatient,0300,86038,,0,52.00,52.00,52.00,52.00
43908250_1,ENA-Sm,Inpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908250_1,ENA-Sm,Outpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908268_1,ENA-Sm/RNP,Inpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908268_1,ENA-Sm/RNP,Outpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908276_1,ENA-SSA,Inpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908276_1,ENA-SSA,Outpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908284_1,ENA-SSB,Inpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908284_1,ENA-SSB,Outpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908292_1,ENA-Sci-70,Inpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908292_1,ENA-Sci-70,Outpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908300_1,ENA-Jo1,Inpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908300_1,ENA-Jo1,Outpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908318_1,ENA-CENTROMERE SCREEN,Inpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908318_1,ENA-CENTROMERE SCREEN,Outpatient,0300,86235,,0,70.37,70.37,70.37,70.37
43908326_1,ENA-CENTROMERE TITER,Inpatient,0300,86039,,0,25.00,25.00,25.00,25.00
43908326_1,ENA-CENTROMERE TITER,Outpatient,0300,86039,,0,25.00,25.00,25.00,25.00
43908367_1,HCV RIBA,Inpatient,0302,86804,,0,75.10,75.10,75.10,75.10
43908367_1,HCV RIBA,Outpatient,0302,86804,,0,75.10,75.10,75.10,75.10
43908375_1,EBV DNA QT,Inpatient,0306,87799,,0,91.68,91.68,91.68,91.68
43908375_1,EBV DNA QT,Outpatient,0306,87799,,0,91.68,91.68,91.68,91.68
43908383_1,ARIPIPRAZOLE/ABILIFY,Inpatient,0301,82542,,0,105.00,105.00,105.00,105.00
43908383_1,ARIPIPRAZOLE/ABILIFY,Outpatient,0301,82542,,0,105.00,105.00,105.00,105.00
43908391_1,TSH RECEPTOR BINDING INHIBITIN,Inpatient,0301,84445,,0,45.14,45.14,45.14,45.14
43908391_1,TSH RECEPTOR BINDING INHIBITIN,Outpatient,0301,84445,,0,45.14,45.14,45.14,45.14
43908417_1,C.PENUMO IGM,Inpatient,0302,86632,,0,11.80,11.80,11.80,11.80
43908417_1,C.PENUMO IGM,Outpatient,0302,86632,,0,11.80,11.80,11.80,11.80
43908425_1,C.PNEUMO IGG,Inpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908425_1,C.PNEUMO IGG,Outpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908433_1,C.PNEUMO IGA,Inpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908433_1,C.PNEUMO IGA,Outpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908441_1,C.TRAC IGM,Inpatient,0302,86632,,0,11.80,11.80,11.80,11.80
43908441_1,C.TRAC IGM,Outpatient,0302,86632,,0,11.80,11.80,11.80,11.80
43908458_1,C.TRAC IGG,Inpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908458_1,C.TRAC IGG,Outpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908466_1,C.TRAC IGA,Inpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908466_1,C.TRAC IGA,Outpatient,0302,86631,,0,10.98,10.98,10.98,10.98
43908474_1,C.PSITT IGM,Inpatient,0302,86632,,0,11.80,11.80,11.80,11.80
43908474_1,C.PSITT IGM,Outpatient,0302,86632,,0,11.80,11.80,11.80,11.80
43908482_1,C.PSITT IGG,Inpatient,0302,86631,,0,10.99,10.99,10.99,10.99
43908482_1,C.PSITT IGG,Outpatient,0302,86631,,0,10.99,10.99,10.99,10.99
43908490_1,C.PSITT IGA,Inpatient,0302,86631,,0,10.99,10.99,10.99,10.99
43908490_1,C.PSITT IGA,Outpatient,0302,86631,,0,10.99,10.99,10.99,10.99
43908516_1,COCCI IGG AB,Inpatient,0302,86635,,0,50.42,50.42,50.42,50.42
43908516_1,COCCI IGG AB,Outpatient,0302,86635,,0,50.42,50.42,50.42,50.42
43908524_1,COCCI AB BY CF,Inpatient,0302,86635,,0,50.42,50.42,50.42,50.42
43908524_1,COCCI AB BY CF,Outpatient,0302,86635,,0,50.42,50.42,50.42,50.42
43908532_1,"H. PYLORI AG,STOOL",Inpatient,0306,87338,,0,46.54,46.54,46.54,46.54
43908532_1,"H. PYLORI AG,STOOL",Outpatient,0306,87338,,0,46.54,46.54,46.54,46.54
43908540_1,SICKLE CELL SCREEN,Inpatient,0305,85660,,0,8.18,8.18,8.18,8.18
43908540_1,SICKLE CELL SCREEN,Outpatient,0305,85660,,0,8.18,8.18,8.18,8.18
43908557_1,"NEUTROPHIL FUNCT,OXIDATIVE BUR",Inpatient,0311,88184,,0,112.00,112.00,112.00,112.00
43908557_1,"NEUTROPHIL FUNCT,OXIDATIVE BUR",Outpatient,0311,88184,,0,112.00,112.00,112.00,112.00
43908565_1,GLOMERULAR FILTRATION RATE w C,Inpatient,0301,82565,,0,5.75,5.75,5.75,5.75
43908565_1,GLOMERULAR FILTRATION RATE w C,Outpatient,0301,82565,,0,5.75,5.75,5.75,5.75
43908581_1,DICHLOROMETHANE,Inpatient,0301,84600,,0,51.51,51.51,51.51,51.51
43908581_1,DICHLOROMETHANE,Outpatient,0301,84600,,0,51.51,51.51,51.51,51.51
43908599_1,CO HGB,Inpatient,0301,82375,,0,39.49,39.49,39.49,39.49
43908599_1,CO HGB,Outpatient,0301,82375,,0,39.49,39.49,39.49,39.49
43908615_1,HISTO AB YEAST AG,Inpatient,0302,86698,,0,15.50,15.50,15.50,15.50
43908615_1,HISTO AB YEAST AG,Outpatient,0302,86698,,0,15.50,15.50,15.50,15.50
43908623_1,MYCELIAL,Inpatient,0302,86698,,0,15.51,15.51,15.51,15.51
43908623_1,MYCELIAL,Outpatient,0302,86698,,0,15.51,15.51,15.51,15.51
43908631_1,"HISTO AB,ID",Inpatient,0302,86698,,0,15.51,15.51,15.51,15.51
43908631_1,"HISTO AB,ID",Outpatient,0302,86698,,0,15.51,15.51,15.51,15.51
43908664_1,"MS-OLIGOCLONAL BANDS,CSF",Inpatient,0301,83916,,0,36.46,36.46,36.46,36.46
43908664_1,"MS-OLIGOCLONAL BANDS,CSF",Outpatient,0301,83916,,0,36.46,36.46,36.46,36.46
43908672_1,MS-MYELIN BASIC PROTEIN,Inpatient,0301,83873,,0,31.15,31.15,31.15,31.15
43908672_1,MS-MYELIN BASIC PROTEIN,Outpatient,0301,83873,,0,31.15,31.15,31.15,31.15
43908680_1,"MS-ALBUMIN,CSF",Inpatient,0301,82042,,0,5.95,5.95,5.95,5.95
43908680_1,"MS-ALBUMIN,CSF",Outpatient,0301,82042,,0,5.95,5.95,5.95,5.95
43908698_1,"MS-IGG,CSF",Inpatient,0301,82784,,0,11.91,11.91,11.91,11.91
43908698_1,"MS-IGG,CSF",Outpatient,0301,82784,,0,11.91,11.91,11.91,11.91
43908706_1,"MS-IGG,SERUM",Inpatient,0301,82784,,0,11.91,11.91,11.91,11.91
43908706_1,"MS-IGG,SERUM",Outpatient,0301,82784,,0,11.91,11.91,11.91,11.91
43908714_1,"MS-ALBUMIN,SERUM",Inpatient,0301,82040,,0,8.93,8.93,8.93,8.93
