,Procedure #,Procedure Description,CPT/HCPC,Charge,Blue Cross Charge,United Health Charge,Providence Charge,Aetna Charge,Cigna Charge,Moda Charge,First Choice Health Charge,First Choice Health - GSH Charge,EOCCO OP Charge,EOCCO IP Charge,Valenz Health Charge,Pacific Source Charge,PHCS Charge,MODA Advantage OP Charge,De-Identified Minimum Charge,De-Identified Maximum Charge
1464,HGSP58661,HGS PR LAPAROSCOPY W/ REMOVAL OF ADNEXAL STRUCT,58661,1577.0,1419.3,1419.3,1498.1499999999999,1498.1499999999999,1498.1499999999999,1498.1499999999999,1466.6100000000001,946.1999999999999,583.49,1356.22,1529.69,1498.1499999999999,1498.1499999999999,695.4570000000001,583.49,1529.69
1465,58661,"LAP,RMV  ADNEXAL STRUCTURE",58661,961.0,864.9,864.9,912.9499999999999,912.9499999999999,912.9499999999999,912.9499999999999,893.73,576.6,355.57,826.46,932.17,912.9499999999999,912.9499999999999,423.80100000000004,355.57,932.17
1466,HGSP58662,HGS PR LAPAROSCOPY W/ OVARY LESION EXCISION,58662,1731.0,1557.9,1557.9,1644.4499999999998,1644.4499999999998,1644.4499999999998,1644.4499999999998,1609.8300000000002,1038.6,640.47,1488.66,1679.07,1644.4499999999998,1644.4499999999998,763.371,640.47,1679.07
1467,58662,"LAP,FULGURATE/EXCISE LESIONS",58662,1818.0,1636.2,1636.2,1727.1,1727.1,1727.1,1727.1,1690.74,1090.8,672.66,1563.48,1763.46,1727.1,1727.1,801.7379999999999,672.66,1763.46
1468,58670,"LAP,TUBAL CAUTERY",58670,945.0,850.5,850.5,897.75,897.75,897.75,897.75,878.85,567.0,349.65,812.6999999999999,916.65,897.75,897.75,416.745,349.65,916.65
1469,58671,"LAP,TUBAL BLOCK BY DEVICE",58671,945.0,850.5,850.5,897.75,897.75,897.75,897.75,878.85,567.0,349.65,812.6999999999999,916.65,897.75,897.75,416.745,349.65,916.65
1470,58672,"LAP,FIMBRIOPLASTY",58672,1897.0,1707.3,1707.3,1802.1499999999999,1802.1499999999999,1802.1499999999999,1802.1499999999999,1764.21,1138.2,701.89,1631.42,1840.09,1802.1499999999999,1802.1499999999999,836.577,701.89,1840.09
1471,58679,"LAP,OVIDUCT/OVARY,UNLIST PROC",58679,1044.0,939.6,939.6,991.8,991.8,991.8,991.8,970.9200000000001,626.4,386.28,897.84,1012.68,991.8,991.8,460.404,386.28,1012.68
1472,HGSP58700,HGS PR SALPINGECTOMY,58700,1904.0,1713.6000000000001,1713.6000000000001,1808.8,1808.8,1808.8,1808.8,1770.72,1142.3999999999999,704.48,1637.44,1846.8799999999999,1808.8,1808.8,839.664,704.48,1846.8799999999999
1473,58700,REMOVAL OF FALLOPIAN TUBE,58700,2000.0,1800.0,1800.0,1900.0,1900.0,1900.0,1900.0,1860.0,1200.0,740.0,1720.0,1940.0,1900.0,1900.0,882.0,740.0,1940.0
1474,HGSP58720,HGS PR SALPINGO-OOPHORECTOMY COMPLETE/PARTIAL,58720,1777.0,1599.3,1599.3,1688.1499999999999,1688.1499999999999,1688.1499999999999,1688.1499999999999,1652.6100000000001,1066.2,657.49,1528.22,1723.69,1688.1499999999999,1688.1499999999999,783.6569999999999,657.49,1723.69
1475,58720,REMOVAL OF OVARY/TUBE(S),58720,1866.0,1679.4,1679.4,1772.6999999999998,1772.6999999999998,1772.6999999999998,1772.6999999999998,1735.38,1119.6,690.42,1604.76,1810.02,1772.6999999999998,1772.6999999999998,822.9060000000001,690.42,1810.02
1476,58740,LYSIS ADNEXAL ADHESIONS,58740,2261.0,2034.9,2034.9,2147.95,2147.95,2147.95,2147.95,2102.73,1356.6,836.5699999999999,1944.46,2193.17,2147.95,2147.95,997.101,836.5699999999999,2193.17
1477,58750,TUBOTUBAL ANASTOMOSIS,58750,2377.0,2139.3,2139.3,2258.15,2258.15,2258.15,2258.15,2210.61,1426.2,879.49,2044.22,2305.69,2258.15,2258.15,1048.257,879.49,2305.69
1478,58760,FIMBRIOPLASTY,58760,2088.0,1879.2,1879.2,1983.6,1983.6,1983.6,1983.6,1941.8400000000001,1252.8,772.56,1795.68,2025.36,1983.6,1983.6,920.808,772.56,2025.36
1479,58770,CREATE NEW TUBAL OPENING,58770,2198.0,1978.2,1978.2,2088.1,2088.1,2088.1,2088.1,2044.14,1318.8,813.26,1890.28,2132.06,2088.1,2088.1,969.318,813.26,2132.06
1480,58800,"DRAIN OVARIAN CYST(S),VAG APPRCH",58800,825.0,742.5,742.5,783.75,783.75,783.75,783.75,767.25,495.0,305.25,709.5,800.25,783.75,783.75,363.825,305.25,800.25
1481,58805,"DRAIN OVARIAN CYST(S),ABD APPRCH",58805,1044.0,939.6,939.6,991.8,991.8,991.8,991.8,970.9200000000001,626.4,386.28,897.84,1012.68,991.8,991.8,460.404,386.28,1012.68
1482,58820,"DRAIN OVARIAN ABSCESS,VAG APPRCH",58820,811.0,729.9,729.9,770.4499999999999,770.4499999999999,770.4499999999999,770.4499999999999,754.23,486.59999999999997,300.07,697.46,786.67,770.4499999999999,770.4499999999999,357.651,300.07,786.67
1483,58822,"DRAIN OVARIAN ABSCESS,ABD APPRCH",58822,1907.0,1716.3,1716.3,1811.6499999999999,1811.6499999999999,1811.6499999999999,1811.6499999999999,1773.51,1144.2,705.59,1640.02,1849.79,1811.6499999999999,1811.6499999999999,840.987,705.59,1849.79
1484,58900,BIOPSY OF OVARY(S),58900,1087.0,978.3000000000001,978.3000000000001,1032.6499999999999,1032.6499999999999,1032.6499999999999,1032.6499999999999,1010.9100000000001,652.1999999999999,402.19,934.8199999999999,1054.3899999999999,1032.6499999999999,1032.6499999999999,479.36699999999996,402.19,1054.3899999999999
1485,58920,PARTIAL REMOVAL OF OVARY(S),58920,1806.0,1625.4,1625.4,1715.6999999999998,1715.6999999999998,1715.6999999999998,1715.6999999999998,1679.5800000000002,1083.6,668.22,1553.16,1751.82,1715.6999999999998,1715.6999999999998,796.446,668.22,1751.82
1486,58925,REMOVAL OF OVARIAN CYST(S),58925,1907.0,1716.3,1716.3,1811.6499999999999,1811.6499999999999,1811.6499999999999,1811.6499999999999,1773.51,1144.2,705.59,1640.02,1849.79,1811.6499999999999,1811.6499999999999,840.987,705.59,1849.79
1487,HGSP58940,"HGS PR OOPHORECTOMY, PARTIAL OR TOTAL, UNILATERAL OR BILATERAL",58940,1832.0,1648.8,1648.8,1740.3999999999999,1740.3999999999999,1740.3999999999999,1740.3999999999999,1703.76,1099.2,677.84,1575.52,1777.04,1740.3999999999999,1740.3999999999999,807.9119999999999,677.84,1777.04
1488,58940,REMOVAL OF OVARY(S),58940,1341.0,1206.9,1206.9,1273.95,1273.95,1273.95,1273.95,1247.13,804.6,496.17,1153.26,1300.77,1273.95,1273.95,591.3810000000001,496.17,1300.77
1489,58943,"OOPHORECTORMY FOR MALIG, W/BX",58943,2921.0,2628.9,2628.9,2774.95,2774.95,2774.95,2774.95,2716.53,1752.6,1080.77,2512.06,2833.37,2774.95,2774.95,1288.161,1080.77,2833.37
1490,58950,RESEC OVAR MALIG+BILAT OVAR+OMENTUM,58950,2805.0,2524.5,2524.5,2664.75,2664.75,2664.75,2664.75,2608.65,1683.0,1037.85,2412.3,2720.85,2664.75,2664.75,1237.0049999999999,1037.85,2720.85
1491,58951,RESEC OVAR MALIG+TAH+PELV NODES,58951,3598.0,3238.2000000000003,3238.2000000000003,3418.1,3418.1,3418.1,3418.1,3346.1400000000003,2158.7999999999997,1331.26,3094.2799999999997,3490.06,3418.1,3418.1,1586.7179999999998,1331.26,3490.06
1492,58953,"BIL SALP-OOPH W/OMENTECT,TAH,RAD DISSECT",58953,4198.0,3778.2000000000003,3778.2000000000003,3988.1,3988.1,3988.1,3988.1,3904.1400000000003,2518.7999999999997,1553.26,3610.2799999999997,4072.06,3988.1,3988.1,1851.318,1553.26,4072.06
1493,58954,"BIL SAL-OOPH W/OMENTECT,TAH,RAD DIS,LYMP",58954,4549.0,4094.1,4094.1,4321.55,4321.55,4321.55,4321.55,4230.570000000001,2729.4,1683.1299999999999,3912.14,4412.53,4321.55,4321.55,2006.109,1683.1299999999999,4412.53
1494,58956,"BSO, OMENTECTOMY W/TAH",58956,2866.0,2579.4,2579.4,2722.7,2722.7,2722.7,2722.7,2665.38,1719.6,1060.42,2464.7599999999998,2780.02,2722.7,2722.7,1263.9060000000002,1060.42,2780.02
1495,HGSP58956,HGS PR BSO OMENTECTOMY W/TAH,58956,3544.0,3189.6,3189.6,3366.7999999999997,3366.7999999999997,3366.7999999999997,3366.7999999999997,3295.92,2126.4,1311.28,3047.84,3437.68,3366.7999999999997,3366.7999999999997,1562.904,1311.28,3437.68
1496,58960,LAPAROTOMY FOR STAGING OVAR MALIG,58960,2410.0,2169.0,2169.0,2289.5,2289.5,2289.5,2289.5,2241.3,1446.0,891.7,2072.6,2337.7,2289.5,2289.5,1062.81,891.7,2337.7
1497,58999,"GENITAL SURG PROC, FEMALE UNLISTED",58999,483.0,434.7,434.7,458.84999999999997,458.84999999999997,458.84999999999997,458.84999999999997,449.19,289.8,178.71,415.38,468.51,458.84999999999997,458.84999999999997,213.003,178.71,468.51
1498,2400901,BSST,59020,293.0,263.7,263.7,278.34999999999997,278.34999999999997,278.34999999999997,278.34999999999997,272.49,175.79999999999998,108.41,251.98,284.21,278.34999999999997,278.34999999999997,129.213,108.41,284.21
1499,2402709,NON STRESS TEST,59025,291.0,261.90000000000003,261.90000000000003,276.45,276.45,276.45,276.45,270.63,174.6,107.67,250.26,282.27,276.45,276.45,128.33100000000002,107.67,282.27
1500,HGSP59025,HGS PR FETAL NON STRESS TEST,59025,161.0,144.9,144.9,152.95,152.95,152.95,152.95,149.73000000000002,96.6,59.57,138.46,156.17,152.95,152.95,71.001,59.57,156.17
1501,59100,"OPEN UTERUS,ABD FOR MOLE,ABORTN",59100,2126.0,1913.4,1913.4,2019.6999999999998,2019.6999999999998,2019.6999999999998,2019.6999999999998,1977.18,1275.6,786.62,1828.36,2062.22,2019.6999999999998,2019.6999999999998,937.566,786.62,2062.22
1502,59120,"TREAT ECTOPIC PREG,RMV TUBE/OVARY",59120,2022.0,1819.8,1819.8,1920.8999999999999,1920.8999999999999,1920.8999999999999,1920.8999999999999,1880.46,1213.2,748.14,1738.92,1961.34,1920.8999999999999,1920.8999999999999,891.702,748.14,1961.34
1503,59121,"TREAT ECTOPIC PREG,NON REMVAL",59121,2022.0,1819.8,1819.8,1920.8999999999999,1920.8999999999999,1920.8999999999999,1920.8999999999999,1880.46,1213.2,748.14,1738.92,1961.34,1920.8999999999999,1920.8999999999999,891.702,748.14,1961.34
1504,59130,"TREAT ECTOPIC PREG,ABD PREG",59130,2175.0,1957.5,1957.5,2066.25,2066.25,2066.25,2066.25,2022.75,1305.0,804.75,1870.5,2109.75,2066.25,2066.25,959.1750000000001,804.75,2109.75
1505,59135,"RX ECTOP PREG,UTER WALL W TAH",59135,2146.0,1931.4,1931.4,2038.6999999999998,2038.6999999999998,2038.6999999999998,2038.6999999999998,1995.7800000000002,1287.6,794.02,1845.56,2081.62,2038.6999999999998,2038.6999999999998,946.386,794.02,2081.62
1506,59136,"RX ECTOP PREG,UTER WALL,PART HYSTREC",59136,2325.0,2092.5,2092.5,2208.75,2208.75,2208.75,2208.75,2162.25,1395.0,860.25,1999.5,2255.25,2208.75,2208.75,1025.325,860.25,2255.25
1507,59140,"RX ECTOP PREG,CERVICAL W EVACUATN",59140,951.0,855.9,855.9,903.4499999999999,903.4499999999999,903.4499999999999,903.4499999999999,884.4300000000001,570.6,351.87,817.86,922.47,903.4499999999999,903.4499999999999,419.39099999999996,351.87,922.47
1508,HGSP59150,HGS PR TREAT ECTOPIC PREGNANCY,59150,1865.0,1678.5,1678.5,1771.75,1771.75,1771.75,1771.75,1734.45,1119.0,690.05,1603.8999999999999,1809.05,1771.75,1771.75,822.465,690.05,1809.05
1509,59150,RX ECTOP PREG BY LAPAROSCOPE,59150,1959.0,1763.1000000000001,1763.1000000000001,1861.05,1861.05,1861.05,1861.05,1821.8700000000001,1175.3999999999999,724.83,1684.74,1900.23,1861.05,1861.05,863.919,724.83,1900.23
1510,HGSP59151,"HGS PR RX ECTOP PREG BY SCOPE,RMV TUBE/OVRY",59151,1811.0,1629.9,1629.9,1720.4499999999998,1720.4499999999998,1720.4499999999998,1720.4499999999998,1684.23,1086.6,670.0699999999999,1557.46,1756.6699999999998,1720.4499999999998,1720.4499999999998,798.6510000000001,670.0699999999999,1756.6699999999998
1511,59151,"RX ECTOP PREG BY SCOPE,RMV TUBE/OVRY",59151,1902.0,1711.8,1711.8,1806.8999999999999,1806.8999999999999,1806.8999999999999,1806.8999999999999,1768.8600000000001,1141.2,703.74,1635.72,1844.94,1806.8999999999999,1806.8999999999999,838.7819999999999,703.74,1844.94
1512,HGSP59300,"HGS PR EPISIOTOMY OR VAGL REPR, BY OTH THAN ATTENDING",59300,784.0,705.6,705.6,744.8,744.8,744.8,744.8,729.12,470.4,290.08,674.24,760.48,744.8,744.8,345.74399999999997,290.08,760.48
1513,59350,REPAIR OF RUPTURED UTERUS,59350,711.0,639.9,639.9,675.4499999999999,675.4499999999999,675.4499999999999,675.4499999999999,661.23,426.59999999999997,263.07,611.46,689.67,675.4499999999999,675.4499999999999,313.55100000000004,263.07,689.67
1514,HGSP59400,HGS PR OBSTETRICAL CARE,59400,5090.0,4581.0,4581.0,4835.5,4835.5,4835.5,4835.5,4733.7,3054.0,1883.3,4377.4,4937.3,4835.5,4835.5,2244.6899999999996,1883.3,4937.3
1515,59400,"FULL ROUT OBSTE CARE,VAGINAL DELIV",59400,5345.0,4810.5,4810.5,5077.75,5077.75,5077.75,5077.75,4970.85,3207.0,1977.6499999999999,4596.7,5184.65,5077.75,5077.75,2357.145,1977.6499999999999,5184.65
1516,HGSP59409,HGS PR VAGINAL DELIVERY ONLY W/WO EPISIOSTOMY,59409,1971.0,1773.9,1773.9,1872.4499999999998,1872.4499999999998,1872.4499999999998,1872.4499999999998,1833.0300000000002,1182.6,729.27,1695.06,1911.87,1872.4499999999998,1872.4499999999998,869.211,729.27,1911.87
1517,59409,"OBSTETRICAL CARE,VAG DELIV ONLY",59409,2070.0,1863.0,1863.0,1966.5,1966.5,1966.5,1966.5,1925.1000000000001,1242.0,765.9,1780.2,2007.8999999999999,1966.5,1966.5,912.87,765.9,2007.8999999999999
1518,HGSP59410,HGS PR VAGINAL ONLY AND POST PARTUM,59410,2034.0,1830.6000000000001,1830.6000000000001,1932.3,1932.3,1932.3,1932.3,1891.6200000000001,1220.3999999999999,752.58,1749.24,1972.98,1932.3,1932.3,896.994,752.58,1972.98
1519,2402733,VERSION EXTERNAL,59412,950.0,855.0,855.0,902.5,902.5,902.5,902.5,883.5,570.0,351.5,817.0,921.5,902.5,902.5,418.95000000000005,351.5,921.5
1520,59412,ANTEPARTUM HEAD MANIPULATION,59412,264.0,237.6,237.6,250.79999999999998,250.79999999999998,250.79999999999998,250.79999999999998,245.52,158.4,97.67999999999999,227.04,256.08,250.79999999999998,250.79999999999998,116.424,97.67999999999999,256.08
1521,59414,DELIVER PLACENTA,59414,233.0,209.70000000000002,209.70000000000002,221.35,221.35,221.35,221.35,216.69,139.79999999999998,86.21,200.38,226.01,221.35,221.35,102.753,86.21,226.01
1522,HGSP59510,"HGS PR ROUTINE OB CARE, CESAREAN, INCL ANTEPARTUM",59510,5158.0,4642.2,4642.2,4900.099999999999,4900.099999999999,4900.099999999999,4900.099999999999,4796.9400000000005,3094.7999999999997,1908.46,4435.88,5003.26,4900.099999999999,4900.099999999999,2274.6780000000003,1908.46,5003.26
1523,HGSP59514,HGS PR CESAREAN DELIVERY ONLY,59514,2215.0,1993.5,1993.5,2104.25,2104.25,2104.25,2104.25,2059.9500000000003,1329.0,819.55,1904.8999999999999,2148.5499999999997,2104.25,2104.25,976.8149999999999,819.55,2148.5499999999997
1524,HGSP59414,HGS PR DELIVERY OF PLACENTA-ASSIST,59514,312.0,280.8,280.8,296.4,296.4,296.4,296.4,290.16,187.2,115.44,268.32,302.64,296.4,296.4,137.59199999999998,115.44,302.64
1525,59514,CESAREAN DELIVERY ONLY,59514,377.0,339.3,339.3,358.15,358.15,358.15,358.15,350.61,226.2,139.49,324.21999999999997,365.69,358.15,358.15,166.257,139.49,365.69
1526,HGSP59515,HGS PR CESAREAN DELIVERY ONLY INCL POSTPARTUM,59515,2424.0,2181.6,2181.6,2302.7999999999997,2302.7999999999997,2302.7999999999997,2302.7999999999997,2254.32,1454.3999999999999,896.88,2084.64,2351.2799999999997,2302.7999999999997,2302.7999999999997,1068.984,896.88,2351.2799999999997
1527,59525,REMOVE UTERUS AFTER CESAREAN,59525,1229.0,1106.1000000000001,1106.1000000000001,1167.55,1167.55,1167.55,1167.55,1142.97,737.4,454.73,1056.94,1192.1299999999999,1167.55,1167.55,541.9889999999999,454.73,1192.1299999999999
1528,HGSP59812,HGS PR TREATMENT OF MISCARRIAGE,59812,1158.0,1042.2,1042.2,1100.1,1100.1,1100.1,1100.1,1076.94,694.8,428.46,995.88,1123.26,1100.1,1100.1,510.678,428.46,1123.26
1529,59812,SURG RX INCOMPLETE ABORTN,59812,816.0,734.4,734.4,775.1999999999999,775.1999999999999,775.1999999999999,775.1999999999999,758.88,489.59999999999997,301.92,701.76,791.52,775.1999999999999,775.1999999999999,359.856,301.92,791.52
1530,HGSP59820,"HGS PR TREATMENT MISSED ABORTION, COMPLETED SURGICALLY, 1ST TRIMESTER",59820,1490.0,1341.0,1341.0,1415.5,1415.5,1415.5,1415.5,1385.7,894.0,551.3,1281.4,1445.3,1415.5,1415.5,657.09,551.3,1445.3
1531,59820,"SURG RX MISSED ABORTN,1ST TRI",59820,978.0,880.2,880.2,929.0999999999999,929.0999999999999,929.0999999999999,929.0999999999999,909.5400000000001,586.8,361.86,841.08,948.66,929.0999999999999,929.0999999999999,431.298,361.86,948.66
1532,59821,"SURG RX MISSED ABORTN,2ND TRI",59821,982.0,883.8000000000001,883.8000000000001,932.9,932.9,932.9,932.9,913.2600000000001,589.1999999999999,363.34,844.52,952.54,932.9,932.9,433.062,363.34,952.54
1533,59830,SURG RX SEPTIC ABORTN,59830,1115.0,1003.5,1003.5,1059.25,1059.25,1059.25,1059.25,1036.95,669.0,412.55,958.9,1081.55,1059.25,1059.25,491.715,412.55,1081.55
1534,59841,INDUCED ABORTN BY DIL/EVAC,59841,976.0,878.4,878.4,927.1999999999999,927.1999999999999,927.1999999999999,927.1999999999999,907.6800000000001,585.6,361.12,839.36,946.72,927.1999999999999,927.1999999999999,430.416,361.12,946.72
1535,59855,INDUCED AB BY VAG SUPPOS,59855,1059.0,953.1,953.1,1006.05,1006.05,1006.05,1006.05,984.87,635.4,391.83,910.74,1027.23,1006.05,1006.05,467.019,391.83,1027.23
1536,59856,INDUCED AB BY VAG SUPP+D&C/EVAC,59856,1325.0,1192.5,1192.5,1258.75,1258.75,1258.75,1258.75,1232.25,795.0,490.25,1139.5,1285.25,1258.75,1258.75,584.325,490.25,1285.25
1537,59870,EVACUATE MOLE OF UTERUS,59870,1211.0,1089.9,1089.9,1150.45,1150.45,1150.45,1150.45,1126.23,726.6,448.07,1041.46,1174.67,1150.45,1150.45,534.051,448.07,1174.67
1538,59871,REMOVE CERCLAGE SUTURE,59871,342.0,307.8,307.8,324.9,324.9,324.9,324.9,318.06,205.2,126.53999999999999,294.12,331.74,324.9,324.9,150.822,126.53999999999999,331.74
1539,2402741,CERCLAGE REMOVAL WO ANES,59899,397.0,357.3,357.3,377.15,377.15,377.15,377.15,369.21000000000004,238.2,146.89,341.42,385.09,377.15,377.15,175.077,146.89,385.09
1540,59899,MATERNITY CARE PROCEDURE UNLISTED,59899,670.0,603.0,603.0,636.5,636.5,636.5,636.5,623.1,402.0,247.9,576.2,649.9,636.5,636.5,295.46999999999997,247.9,649.9
1541,6200570,BIOPSY THYROID,60100,960.0,864.0,864.0,912.0,912.0,912.0,912.0,892.8000000000001,576.0,355.2,825.6,931.1999999999999,912.0,912.0,423.36,355.2,931.1999999999999
1542,HGS39417,HGS PR BIOPSY THYROID PER CORE,60100,363.0,326.7,326.7,344.84999999999997,344.84999999999997,344.84999999999997,344.84999999999997,337.59000000000003,217.79999999999998,134.31,312.18,352.11,344.84999999999997,344.84999999999997,160.08300000000003,134.31,352.11
1543,60210,"PARTIAL EXCISION THYROID,UNILAT",60210,1914.0,1722.6000000000001,1722.6000000000001,1818.3,1818.3,1818.3,1818.3,1780.02,1148.3999999999999,708.18,1646.04,1856.58,1818.3,1818.3,844.0740000000001,708.18,1856.58
1544,60220,"THYROID LOBECTOMY,UNILAT",60220,2238.0,2014.2,2014.2,2126.1,2126.1,2126.1,2126.1,2081.34,1342.8,828.06,1924.68,2170.86,2126.1,2126.1,986.958,828.06,2170.86
1545,60225,THYR LOBECTOMY+PART REMOV CONTRA,60225,2514.0,2262.6,2262.6,2388.2999999999997,2388.2999999999997,2388.2999999999997,2388.2999999999997,2338.02,1508.3999999999999,930.18,2162.04,2438.58,2388.2999999999997,2388.2999999999997,1108.674,930.18,2438.58
1546,60500,EXPLORE PARATHYROID GLANDS,60500,2598.0,2338.2000000000003,2338.2000000000003,2468.1,2468.1,2468.1,2468.1,2416.1400000000003,1558.8,961.26,2234.2799999999997,2520.06,2468.1,2468.1,1145.7179999999998,961.26,2520.06
1547,3753456,SPINAL FLUID TAP DIAGNOSTIC,62270,375.0,337.5,337.5,356.25,356.25,356.25,356.25,348.75,225.0,138.75,322.5,363.75,356.25,356.25,165.375,138.75,363.75
1548,3753456,SPINAL FLUID TAP DIAGNOSTIC,62270,674.0,606.6,606.6,640.3,640.3,640.3,640.3,626.82,404.4,249.38,579.64,653.78,640.3,640.3,297.234,249.38,653.78
1549,1140086,LUMBAR PUNCTURE,62270,577.0,519.3000000000001,519.3000000000001,548.15,548.15,548.15,548.15,536.61,346.2,213.49,496.21999999999997,559.6899999999999,548.15,548.15,254.45700000000002,213.49,559.6899999999999
1550,HGS62270,HGS PR SPINAL TAP-CHEMO PROFEE,62270,93.0,83.7,83.7,88.35,88.35,88.35,88.35,86.49000000000001,55.8,34.41,79.98,90.21,88.35,88.35,41.013,34.41,90.21
1551,HGS70123,HGS SPINAL TAP-CHEMO,62270,587.0,528.3000000000001,528.3000000000001,557.65,557.65,557.65,557.65,545.9100000000001,352.2,217.19,504.82,569.39,557.65,557.65,258.867,217.19,569.39
1552,62270,DIAGNOSTIC LUMBAR SPINAL PUNCTURE,62270,436.0,392.40000000000003,392.40000000000003,414.2,414.2,414.2,414.2,405.48,261.59999999999997,161.32,374.96,422.92,414.2,414.2,192.276,161.32,422.92
1553,62270,DIAGNOSTIC LUMBAR SPINAL PUNCTURE,62270,345.0,310.5,310.5,327.75,327.75,327.75,327.75,320.85,207.0,127.64999999999999,296.7,334.65,327.75,327.75,152.145,127.64999999999999,334.65
1554,62272,THERAPEUTIC SPINAL PUNCTURE DRAINAGE CSF,62272,561.0,504.90000000000003,504.90000000000003,532.9499999999999,532.9499999999999,532.9499999999999,532.9499999999999,521.73,336.59999999999997,207.57,482.46,544.17,532.9499999999999,532.9499999999999,247.401,207.57,544.17
1555,3753464,INJ EPIDURAL OF BLOOD OR CLOT PATCH,62273,1233.0,1109.7,1109.7,1171.35,1171.35,1171.35,1171.35,1146.69,739.8,456.21,1060.3799999999999,1196.01,1171.35,1171.35,543.753,456.21,1196.01
1556,62273,"INJ,LUMB EPIDUR,BLOOD/CLOT PATCH",62273,477.0,429.3,429.3,453.15,453.15,453.15,453.15,443.61,286.2,176.49,410.21999999999997,462.69,453.15,453.15,210.357,176.49,462.69
1557,HGS62281,"HGS PR INJECT NEUROLYTIC,EPIDUR,CERV/THOR-CHEMO PROFEE",62281,2008.0,1807.2,1807.2,1907.6,1907.6,1907.6,1907.6,1867.44,1204.8,742.96,1726.8799999999999,1947.76,1907.6,1907.6,885.528,742.96,1947.76
1558,HGS70124,"HGS INJECT NEUROLYTIC,EPIDUR,CERV/THOR-CHEMO",62281,821.0,738.9,738.9,779.9499999999999,779.9499999999999,779.9499999999999,779.9499999999999,763.5300000000001,492.59999999999997,303.77,706.06,796.37,779.9499999999999,779.9499999999999,362.06100000000004,303.77,796.37
1559,62281,"INJECT NEUROLYTIC,EPIDUR,CERV/THOR",62281,633.0,569.7,569.7,601.35,601.35,601.35,601.35,588.69,379.8,234.21,544.38,614.01,601.35,601.35,279.153,234.21,614.01
1560,HGS62282,"HGS PR INJECT NEUROLYTIC,EPIDUR,LUMB,SACRAL-CHEMO",62282,2008.0,1807.2,1807.2,1907.6,1907.6,1907.6,1907.6,1867.44,1204.8,742.96,1726.8799999999999,1947.76,1907.6,1907.6,885.528,742.96,1947.76
1561,HGS70125,"HGS INJECT NEUROLYTIC,EPIDUR,LUMB,SACRAL-CHEMO",62282,821.0,738.9,738.9,779.9499999999999,779.9499999999999,779.9499999999999,779.9499999999999,763.5300000000001,492.59999999999997,303.77,706.06,796.37,779.9499999999999,779.9499999999999,362.06100000000004,303.77,796.37
1562,5806393,MYELOGRAM INJECTION PROCEDURE,62284,798.0,718.2,718.2,758.0999999999999,758.0999999999999,758.0999999999999,758.0999999999999,742.14,478.79999999999995,295.26,686.28,774.06,758.0999999999999,758.0999999999999,351.918,295.26,774.06
1563,HGS39446,HGS PR MYELOGRAPHY INJECTION PROFEE,62284,711.0,639.9,639.9,675.4499999999999,675.4499999999999,675.4499999999999,675.4499999999999,661.23,426.59999999999997,263.07,611.46,689.67,675.4499999999999,675.4499999999999,313.55100000000004,263.07,689.67
1564,HGS62302,HGS PR MYELOGRAPHY VIA LUMBAR INJ RS&I CERVICAL,62302,248.0,223.20000000000002,223.20000000000002,235.6,235.6,235.6,235.6,230.64000000000001,148.79999999999998,91.76,213.28,240.56,235.6,235.6,109.368,91.76,240.56
1565,HGS39584,HGS PR MYELOGRAPHY VIA LUMBAR INJ  RS&I THORACIC,62303,248.0,223.20000000000002,223.20000000000002,235.6,235.6,235.6,235.6,230.64000000000001,148.79999999999998,91.76,213.28,240.56,235.6,235.6,109.368,91.76,240.56
1566,5806435,"MYELOGRAPHY VIA LUMBAR INJECTION, LUMBOSACRAL",62304,657.0,591.3000000000001,591.3000000000001,624.15,624.15,624.15,624.15,611.01,394.2,243.09,565.02,637.29,624.15,624.15,289.737,243.09,637.29
1567,HGS62304,HGS PR MYELOGRAPHY VIA LUMBAR INJ RS&I LUMBOSACRAL,62304,244.0,219.6,219.6,231.79999999999998,231.79999999999998,231.79999999999998,231.79999999999998,226.92000000000002,146.4,90.28,209.84,236.68,231.79999999999998,231.79999999999998,107.604,90.28,236.68
1568,62310,NJX DX/THER SBST EPIDURAL/SUBRACH CERV/THORACIC,62310,675.0,607.5,607.5,641.25,641.25,641.25,641.25,627.75,405.0,249.75,580.5,654.75,641.25,641.25,297.675,249.75,654.75
1569,HGS42451,HGS EPIDURAL INJ LUMBAR SACRAL,62311,985.0,886.5,886.5,935.75,935.75,935.75,935.75,916.0500000000001,591.0,364.45,847.1,955.4499999999999,935.75,935.75,434.385,364.45,955.4499999999999
1570,62318,"INJ/INFUS,CERV/THORAC,W/CATH",62318,651.0,585.9,585.9,618.4499999999999,618.4499999999999,618.4499999999999,618.4499999999999,605.4300000000001,390.59999999999997,240.87,559.86,631.47,618.4499999999999,618.4499999999999,287.091,240.87,631.47
1571,62319,NJX INFUS/BOLUS DX/SBST EDRL/SUBARACH LUM/SACRAL,62319,891.0,801.9,801.9,846.4499999999999,846.4499999999999,846.4499999999999,846.4499999999999,828.63,534.6,329.67,766.26,864.27,846.4499999999999,846.4499999999999,392.931,329.67,864.27
