,Charge Code,Description,CPT/HCPCS Code,Price
2686,27801323.0,Hc Prosth Penile Non Inflatbl C2622,C2622,
2687,27801324.0,Hc Stent Noncor Temp W Sel Syst C2625,C2625,
2688,27801325.0,Hc Implant Pump Infusion Nonprog Temp C2626,C2626,
2689,27801327.0,Hc Cath Ep Dx/ablation Oth Than 3d/vectr Map C2630,C2630,
2690,27801328.0,Hc Device Repair Urinary Incont Wo Sling C2631,C2631,
2691,27801329.0,Hc Or Misc Implant No Hcpcs,,
2692,27801330.0,Hc Reveal Event Rec Xt,C1764,
2693,27801331.0,Hc Slv Comp Seq Thgh Sm Lf Grey,,393.31
2694,27801333.0,Hc Sensia Dr Lead 1,C1898,
2695,27801337.0,Hc Adapta Sr Lead,C1898,
2696,27801338.0,Hc Sensia Sr Lead,C1898,
2697,27801345.0,Hc Adapta Dr Lead 1,C1898,
2698,27801346.0,Hc Sensia Dr Lead 2,C1898,
2699,27801356.0,Hc Adapta Dr Lead 2,C1898,
2700,27801364.0,HC GOODE TUBES,,256.93
2701,27801365.0,HC REUTER BOBBIN,,
2702,27801366.0,HC GRAFIX PL PRIME (5X5) PER SQ CM,Q4133,
2703,27801367.0,Hc Grafix Pl Prime (2x3) Per Sq Cm,Q4133,
2704,27801368.0,Hc Grafix Core (5x5) Per Sq Cm,Q4132,
2705,27801369.0,Hc Grafix Core (2x3) Per Sq Cm,Q4132,
2706,27801370.0,Hc Grafix Core (3x4) Per Sq Cm,Q4132,
2707,27801371.0,Hc Rebel Stent,C1876,
2708,27801377.0,Hc Evera S Dr  Dc Lead 2,C1895,
2709,27801378.0,Hc Evera S Dr  Lead 1,C1898,
2710,27801379.0,Hc Evera S Dr  Sc Lead 2,C1777,
2711,27801380.0,Hc Evera S Vr Dc Lead 1,C1895,
2712,27801381.0,Hc Evera S Vr Sc Lead 2,C1777,
2713,27801386.0,Hc Evera Xt Dr Dc Lead 2,C1895,
2714,27801387.0,Hc Evera Xt Dr Lead 1,C1898,
2715,27801388.0,Hc Evera Xt Dr Sc Lead 2,C1777,
2716,27801389.0,Hc Evera Xt Vr Dc Lead 1,C1895,
2717,27801390.0,Hc Evera Xt Vr Sc Lead 2,C1777,
2718,27801393.0,Hc Consulta Crt-p Lead 2,C1898,
2719,27801394.0,Hc Consulta Crt-p Lv Lead 3,C1900,
2720,27801395.0,Hc Consulta Crt-p Lead 1,C1898,
2721,27801396.0,Hc Macroplastique Implants,,
2722,27801397.0,HC ATTAIN PERFORMA QUADPOLE LEAD,C1900,
2723,27801407.0,Hc Brachytx Cesium-131 Chloride,C2644,29.0
2724,27801409.0,Hc Grafix Pl Prime (1.5x2) Per Sq Cm,Q4133,
2725,27801410.0,Hc Grafix Pl Prime (3x4) Per Sq Cm,Q4133,
2726,27801412.0,Hc Grafix Core (1.5x2) Per Sq Cm,Q4132,
2727,27801421.0,Hc Device Cardiomems,C2624,
2728,27801424.0,Hc Brachytx Non-str Yttrium-90,C2616,
2729,27801427.0,Hc Implant Neurostim Puls Gen Any L8679,L8679,
2730,27801429.0,Hc Lacrim Duct Imp Perm A4263,A4263,
2731,27801430.0,Hc Contracept Imp Intratubal Occ A4264,A4264,
2732,27801431.0,Hc Cath Translum Atherectmy Rot C1724,C1724,
2733,27801432.0,Hc Plug Lung Bx C2613,C2613,
2734,27801433.0,Hc Cath Angioplsty Translum Ctd Non Lsr C2623,C2623,
2735,27801434.0,Hc Implant Wirls Pulm Art Pressur Sensor W Del C26,C2624,
2736,27801435.0,Hc Sealant Human Fibrin Vap Htd Per 2ml C9250,C9250,
2737,27801436.0,Hc Colgn Matrx Bone Void Filler Per 0.5cc C9359,C9359,
2738,27801439.0,Hc Implant Osteogen Stim Elec E0749,E0749,
2739,27801440.0,"Hc Liletta, 52 Mg",J7297,
2740,27801441.0,"Hc Mirena, 52 Mg",J7298,
2741,27801443.0,Hc Implant Ocular L8610,L8610,
2742,27801444.0,Hc Implant Nos L8699,L8699,
2743,27801446.0,Hc Skin Sub Nos Q4100,Q4100,
2744,27801447.0,Hc Oasis Wound Matrix Per Sq Cm Q4102,Q4102,
2745,27801448.0,Hc Oasis Burn Matrix Per Sq Cm Q4103,Q4103,
2746,27801449.0,Hc Integra Derm Regen Temp Per Sq Cm Q4105,Q4105,
2747,27801450.0,Hc Cymetra Inj Per 1cc Q4112,Q4112,
2748,27801451.0,Hc Alloderm Per Sq Cm Q4116,Q4116,
2749,27801453.0,Hc Grafix Core Per Sq Cm Q4132,Q4132,
2750,27801457.0,Hc Visia Af Mri Vr Dc Lead,C1895,
2751,27801458.0,Hc Visia Af Mri Vr Sc Lead,C1777,
2752,27801459.0,Hc Alloskin Per Sq Cm Q4115,Q4115,
2753,27801460.0,Hc Brachytx Ns Non-hdrir-192,C1719,402.0
2754,27801461.0,Hc Tissue Marker Ribbon Shape,A4648,
2755,27801462.0,Hc Tissue Marker Coil Shape,A4648,
2756,27801463.0,Hc Marker Mr Bx Site 1st Shape,A4648,
2757,27801464.0,Hc Marker Mr Bs Site 2nd Shape,A4648,
2758,27801465.0,Hc Grafix Core (16 Mm Disc),Q4132,
2759,27801466.0,Hc Grafix Pl Prime (16mm Disc),Q4133,
2760,27801467.0,Hc Amniotic Membrane V2790,V2790,
2761,27801468.0,Hc Ext Implantable Access Catheter A4300,A4300,
2762,27801469.0,Hc Solara Crt Lead 1,C1898,
2763,27801470.0,Hc Solara Crt Lead 2,C1898,
2764,27801471.0,Hc Solara Crt Lv Lead 3,C1900,
2765,27801472.0,Hc Stent Biliary Evolution Uncvd All Sizes,C1876,
2766,27801473.0,Hc Stent Colon Evolution Sys All Sizes,C1876,
2767,27801474.0,Hc Stent Duodenal Evolution Uncvd Sys All Sizes,C1876,
2768,27801475.0,Hc Stent Esoph Evolution Sys Cvd/uncvd All Sizes,C1874,
2769,27801476.0,Hc Stent Colon Uncvd 9f 22 X 27mm X 230 Cm,C1876,
2770,27801477.0,Hc Stent Biliary Cvrd Wallflex 10x60,C1874,
2771,27801478.0,Hc Stent Biliary Uncvrd Wallflex 10x60,C1876,
2772,27801479.0,Hc Stent Sys Biliary Cvrd Wallflex 10x40,C1874,
2773,27801480.0,Hc Stent Biliary Sys Uncvrd Wallflex 10x80,C1876,
2774,27801481.0,Hc Stent Sys Colon Uncvd W Anch Lck Del 22x90mm,C1876,
2775,27801482.0,Hc Stent Sys Duod Uncvd W Anch Lck Del 22x60mm,C1876,
2776,27801483.0,Hc Stent Enteral Duod Wallflex Uncvd 27/22x12 230c,C1876,
2777,27801484.0,Hc Stent Enteral Duod Wallflex Uncvd 27/22x9 230cm,C1876,
2778,27801485.0,Hc Stent Esophageal Metal Cvd Wallflex 23/28mmx12c,C1874,
2779,27801486.0,Hc Stent Esoph Prtcvd 23/28mm X 105mm,C1874,
2780,27801487.0,Hc Stent Biliary Prtcvd,C1874,
2781,27801488.0,HC STENT GRAFTMASTER RX 2.8X16MM,C1876,
2782,27801489.0,HC STENT GRAFTMASTER RX 3.5X16MM,C1876,
2783,27801490.0,HC STENT GRAFTMASTER RX 4.0X16MM,C1876,
2784,27801491.0,HC STENT GRAFTMASTER RX 4.5X16MM,C1876,
2785,27801494.0,Hc Memoderm/dermaspan Per Sq Cm Q4126,Q4126,
2786,27801495.0,Hc Azure S  Dr Mri Lead 1,C1898,1605.0
2787,27801496.0,Hc Azure S  Dr Mri Lead 2,C1898,1605.0
2788,27801497.0,Hc Azure S  Sr Mri Lead,C1898,2575.0
2789,27801498.0,Hc Evera Mri Xt Dr Lead 1,C1898,5708.0
2790,27801499.0,Hc Evera Mri Xt Dr Dc Lead 2,C1895,5708.0
2791,27801500.0,Hc Evera Mri Xt Dr Sc Lead 2,C1777,5708.0
2792,27801501.0,Hc Evera Mri S Dr  Lead 1,C1898,5477.0
2793,27801502.0,Hc Evera Mri S Dr  Dc Lead 2,C1895,5477.0
2794,27801503.0,Hc Evera Mri S Dr  Sc Lead 2,C1777,5477.0
2795,27801504.0,Hc Percepta Mri Quad Crt-p Lead 1,C1898,2044.0
2796,27801505.0,Hc Percepta Mri Quad Crt-p Lead 2,C1898,2044.0
2797,27801506.0,Hc Percepta Mri Quad Crt-p Lv Lead 3,C1900,2044.0
2798,27801507.0,Hc Percepta Mri  Crt-p Lead 1,C1898,2044.0
2799,27801508.0,Hc Percepta Mri  Crt-p Lead 2,C1898,2044.0
2800,27801509.0,Hc Percepta Mri  Crt-p Lv Lead 3,C1900,2044.0
2801,27801510.0,Hc Serena Mri Quad Crt-p Lead 1,C1898,1998.0
2802,27801511.0,Hc Serena Mri Quad Crt-p Lead 2,C1898,1998.0
2803,27801512.0,Hc Serena Mri Quad Crt-p Lv Lead 3,C1900,1998.0
2804,27801513.0,Hc Serena Mri  Crt-p Lead 1,C1898,1998.0
2805,27801514.0,Hc Serena Mri  Crt-p Lead 2,C1898,1998.0
2806,27801515.0,Hc Serena Mri  Crt-p Lv Lead 3,C1900,1998.0
2807,27801516.0,Hc Solara Mri Quad Crt-p Lead 1,C1898,1968.0
2808,27801517.0,Hc Solara Mri Quad Crt-p Lead 2,C1898,1968.0
2809,27801518.0,Hc Solara Mri Quad Crt-p Lv Lead 3,C1900,1968.0
2810,27801519.0,Hc Solara Mri  Crt-p Lead 1,C1898,1968.0
2811,27801520.0,Hc Solara Mri  Crt-p Lead 2,C1898,1968.0
2812,27801521.0,Hc Solara Mri  Crt-p Lv Lead 3,C1900,1968.0
2813,27801522.0,Hc Claria Mri Quad Crt-d Lead 1,C1898,4827.0
2814,27801523.0,Hc Claria Mri Quad Crt-d Lv Lead 2,C1900,4827.0
2815,27801524.0,Hc Claria Mri Quad Crt-d Sc Lead 3,C1777,4827.0
2816,27801525.0,Hc Amplia Mri Quad Crt-d Lead 1,C1898,4750.0
2817,27801526.0,Hc Amplia Mri Quad Crt-d Lv Lead 2,C1900,4750.0
2818,27801527.0,Hc Amplia Mri Quad Crt-d Sc Lead 3,C1777,4750.0
2819,27801528.0,Hc Compia Mri Quad Crt-d Lead 1,C1898,4658.0
2820,27801529.0,Hc Compia Mri Quad Crt-d Lv Lead 2,C1900,4658.0
2821,27801530.0,Hc Compia Mri Quad Crt-d Sc Lead 3,C1777,4658.0
2822,27801531.0,Hc Azure Xt Sr Mri Lead,C1898,3448.0
2823,27801532.0,Hc Azure Xt Dr Mri Lead 1,C1898,2151.0
2824,27801533.0,Hc Azure Xt Dr Mri Lead 2,C1898,2151.0
2825,27801534.0,Hc Tenoglide Tendon Prot Cm2,C9356,
2826,27801535.0,Hc Impl Breast Prosth Silicone/equal L8600,L8600,
2827,27801536.0,Hc Implant Urinary Synthetic 1ml L8606,L8606,
2828,27801537.0,Hc Implant Metacarpophal Joint L8630,L8630,
2829,27801538.0,Hc Device Osseointegratd Inc All Int/ext L8690,L8690,
2830,27801539.0,Hc Hc-dermagraft Per Sq Cm Q4106,Q4106,
2831,27801540.0,Hc Lc-hyalomatrix Per Sq Cm Q4117,Q4117,
2832,27801541.0,Hc Micromatrix Matristem Per 1 Mg Q4118,Q4118,
2833,27801542.0,Hc Micromatrix Pwdr Per 1 Mg Q4118,Q4118,
2834,27801543.0,Hc Hc-dermacell Per Sq Cm Q4122,Q4122,
2835,27801544.0,Hc Lc-oasis Ultra Trilayer Per Sq Cm Q4124,Q4124,
2836,27801545.0,Hc Strattice Per Sq Cm Q4130,Q4130,
2837,27801546.0,Hc Hc-grafix Core/grafixpl Core Per Sq Cm Q4132,Q4132,
2838,27801547.0,Hc Grafix Stravix Prime Pl Per Sq Cm Q4133,Q4133,
2839,27801548.0,Hc Hc-amnioband Guardian Per Sq Cm Q4151,Q4151,
2840,27801549.0,Hc Hc-dermapure Per Sq Cm Q4152,Q4152,
2841,27801550.0,Hc Hc-kerecis Omega3 Per Sq Cm Q4158,Q4158,
2842,27801551.0,Hc Hc-affinity Per Sq Cm Q4159,Q4159,
2843,27801552.0,Hc Hc-nushield Per Sq Cm Q4160,Q4160,
2844,27801553.0,Hc Lc-cytal Per Sq Cm Q4166,Q4166,
2845,27801554.0,Hc Hc-amnioband Per 1mg Q4168,Q4168,
2846,27801555.0,Hc Hc-epifix Mesh Per Sq Cm Q4186,Q4186,
2847,27801556.0,Hc Hc-epicord Per Sq Cm Q4187,Q4187,
2848,27801557.0,Hc Hc-puraply Ag Per Sq Cm Q4195,Q4195,
2849,27801558.0,Hc Hc-puraply Am Per Sq Cm Q4196,Q4196,
2850,27801559.0,Hc Conformer Eye Fab/fit V2628,V2628,
2851,27801560.0,Hc Stent Des Resolute Onyx Medtronic,C1874,
2852,27801561.0,Hc Stent Des Xience Sierra Abbott,C1874,
2853,27801564.0,HC NEUROMATRIX CUFF PER 0.5CM LNGTH-Ã C9355,C9355,
2854,27801565.0,Hc Implnt Bon Void Filler-strip Per 0.5 Cc C9362,C9362,
2855,27801566.0,Hc Graftjacket Xpress 1 Cc Q4113,Q4113,
2856,27801567.0,Hc Dermagraft 5x7.5 (38) Per Sq Cm,Q4106,
2857,27801568.0,Hc Allopatch Pliable 1.5x1.5 (3) Per Sq Cm,Q4128,
2858,27801569.0,Hc Allopatch Pliable 2 X 2 (4) Per Sq Cm,Q4128,
2859,27801570.0,Hc Allopatch Pliable 4 X 4 (16) Per Sq Cm,Q4128,
2860,27801571.0,Hc Allopatch Pliable 4 X 8 (32) Per Sq Cm,Q4128,
2861,27801572.0,Hcamnioband Membrane 2 X 2 (4) Per Sq Cm,Q4151,
2862,27801573.0,Hcamnioband Membrane 2 X 3 (6) Per Sq Cm,Q4151,
2863,27801574.0,Hcamnioband Membrane 2 X 4 (8) Per Sq Cm,Q4151,
2864,27801575.0,Hcamnioband Membrane 3 X 4 (12) Per Sq Cm,Q4151,
2865,27801576.0,Hcamnioband Membrane Disk 10mm,Q4151,
2866,27801577.0,Hcamnioband Membrane Disk 14mm,Q4151,
2867,27801578.0,Hcamnioband Membrane Disk 16mm,Q4151,
2868,27801579.0,Hcamnioband Membrane Disk 18mm,Q4151,
2869,27801580.0,Hcamnioband Viable 2 X 2 (4) Per Sq Cm,Q4151,
2870,27801581.0,Hcamnioband Viable 2 X 4 (8) Per Sq Cm,Q4151,
2871,27801582.0,Hcamnioband Viable 3 X 4 (12) Per Sq Cm,Q4151,
2872,27801583.0,Hcamnioband Viable Disk 14mm,Q4151,
2873,27801584.0,Hcamnioband Viable Disk 18mm,Q4151,
2874,27801585.0,Hc Epifix Disc 14mm (2),Q4186,
2875,27801586.0,Hc Epifix 2x3 (6) Per Sq Cm,Q4186,
2876,27801587.0,Hc Puraply Am 6x9 (54) Per Sq Cm,Q4196,
2877,27801588.0,Hc Cytal Single Layer 3x3.5 (10.5) Per Sq Cm,Q4166,
2878,27801589.0,Hc Cytal Single Layer 3x7 (21) Per Sq Cm,Q4166,
2879,27801590.0,Hc Cytal Single Layer 7x10 (70) Per Sq Cm,Q4166,
2880,27801591.0,Hc Cytal Single Layer 10x15  (150) Per Sq Cm,Q4166,
2881,27801592.0,Hc Dermacell 4x4 (16) Per Sq Cm,Q4122,
2882,27801593.0,Hc Dermacell 2x2 (4) Per Sq Cm,Q4122,
2883,27801594.0,Hc Dermacell 3x3 (9) Per Sq Cm,Q4122,
2884,27801595.0,Hc Kerecis Omega3 1.75x1.75 (4) Per Sq Cm,Q4158,
2885,27801596.0,Hc Kerecis Omega3 3x3.5 (11) Per Sq Cm,Q4158,
2886,27801597.0,Hc Kerecis Omega3  3x7 (21) Per Sq Cm,Q4158,
2887,27801598.0,Hc Kerecis 14mm Disk,Q4158,
2888,27801599.0,Hc Kerecis 16mm Disk,Q4158,
2889,27801600.0,Hc Kerecis Fenestrated 7x7 (49) Per Sq Cm,Q4158,
2890,27801601.0,Hc Clip Endo Instinct,C1889,1090.0
2891,27801602.0,Hc Cath Iabp Sensation,C1889,
2892,27801603.0,Hc Cath Langston Dual Lumen Angled Pig All,C1889,
2893,27801604.0,Hc Guidewire Angled All,C1889,355.0
2894,27801605.0,Hc Stent Des Coronary Onyx Resloute,C1874,
2895,27801606.0,Hc Stent Mr Coronary Synergy,C1874,
2896,27801607.0,Hc Stent Rx Integrity,C1876,
2897,27801608.0,Hc Reveal 9538/reveal Linqsys,C1764,14522.0
2898,27801609.0,Hc Powder Abs Hemostat Surgicel 3g,C1889,156.35
2899,27801610.0,Hc Powder Abs Hemostat Arista 5g,C1889,234.0
2900,27801611.0,Hc Steritalc 3g/vial,C1889,125.0
2901,27801612.0,Hc Surgimend 3.0mm 13x25cm,C9360,
2902,27801613.0,Hc Surgimend 2.0mm 20x30cm,C9360,
2903,27801614.0,"Hc Endoscope, Single, Ugi",C1748,0.0
2904,27801615.0,Hc Helicoll Per Square Cm,Q4164,
2905,27801616.0,Hc Brachytx Non-stranded C-131,C2643,414.0
2906,27801617.0,Hc Stent Promus Elite Mr,C1874,
2907,27801618.0,HC EPICORD EXPANDABLE (2X3) PER SQ CM,Q4187,
2908,27801619.0,HC ENVELOPE ABSORBL ANTIBACT MEDTRNC ALL,C1889,
2909,27801620.0,HC LEAD ATTAIN STAB QUAD LV 4798,C1900,8860.0
2910,27801621.0,HC CAPSUREFIX NOVUS 4092,C1898,2092.0
2911,27801622.0,HC CAPSUREFIX NOVUS 4592,C1898,2092.0
2912,27801623.0,HC CAPSUREFIX NOVUS 5092,C1898,2092.0
2913,27801624.0,HC CAPSUREFIX NOVUS 5592,C1898,2092.0
2914,27801625.0,HC CAPSURE SENSE 3830,C1898,2695.0
2915,27801626.0,HC CAPSURE SENSE 4073,C1898,2092.0
2916,27801627.0,HC EVENT REC REVEAL LINQ,C1764,14098.0
2917,27801628.0,HC EVENT REC REVEAL LINQ II,C1764,16785.0
2918,27801629.0,HC AGILE ESOPHAGEAL STENT SYSTEM,C1874,
2919,27801630.0,HC RESOLUTION 360 ULTRA CLIP,C1889,
2920,27801631.0,HC EPICORD (1X2) PER SQ CM,Q4187,
2921,27801632.0,HC EPICEL 5 X 12 (60) PER SQ CM,Q4100,
2922,27801633.0,HC NEOX CORD RT 3.0X2.0CM (6) PER SQ CM,,
2923,27801634.0,HC NEOX CORD RT 3.0X3.0CM (9) PER SQ CM,,
2924,27801635.0,HC NEOX CORD RT 4.0X3.0CM (12) PER SQ CM,,
2925,27900001.0,Hc Femur F Rt,C1776,
2926,27900002.0,Hc Kelman Tip 30deg Mini Assembly,,536.78
2927,27900003.0,Hc Pack Lap Assist Vag Hyst,,410.81
2928,27900004.0,Hc Probe Laser Ang 23g,,1046.73
2929,27900005.0,Hc Sheath Endoscrub 45deg 4mm,C1894,436.47
2930,27900006.0,Hc Skin Cryopreserved Meshed,,
2931,27900007.0,Hc Skin Meshed 125-149 Sq Cm,,
2932,27900008.0,Hc Skin Meshed 150-174 Sq Cm,,
2933,27900009.0,Hc Skn Non Mshd 1:2allos <175 Cm2,,
2934,27900010.0,Hc Strykeflow2 With Disposable Tp,,406.49
2935,27900011.0,Hc Cath Balln Tamponade Bakri,,1180.28
2936,27900012.0,Hc Wound Retractor Xsmall Disp,,377.0
2937,27900013.0,Hc Closure Device Vasc C1760,C1760,
2938,27900014.0,Hc Scissor Cvd 23g,,899.88
2939,27900015.0,Hc Trach Tube Nim 2 Xl Emg Endo,,1481.57
2940,27900016.0,Hc Chest Drain Set 12fr  24-513,,623.2
2941,27900017.0,Hc Intra Aortc Blln Cth 7.5x40cc,,4013.24
2942,27900018.0,Hc Retrieval Sys 10mm,,536.78
2943,27900019.0,Hc Bone Putty Hemasorb Hemostat 2g,C1713,1289.11
2944,27900020.0,Hc Hs Curved Dia Dcr Bur,,1224.96
2945,27900021.0,Hc Fast Fit Trom  M,L1832,663.1
2946,27900022.0,Hc Nasopore Dressing 8cm,,924.72
2947,27900023.0,Hc Gelport Lap Sys 1914.00,,2538.43
2948,27900024.0,Hc Spetzler 8in .5mm Tip 80-1272,,1963.17
2949,27900025.0,Hc Sut Myowire Ii 14in 85mm,,495.02
2950,27900026.0,Hc Handle Short,,1458.12
2951,27900027.0,Hc Extra Thick Stapler,,1920.0
2952,27900029.0,Hc Cannula Cardiopl Rg 12frx32cm,,694.47
2953,27900030.0,Hc Guide Pin Thrd 3.2mm 00249004732,,720.37
2954,27900031.0,Hc Fiber Slimline Ez 365,,1669.0
2955,27900032.0,Hc Kit Compnnt Ncl 5r11r11 \t\ 541,,4191.5
2956,27900033.0,Hc Procise Xp,,1267.76
2957,28000001.0,Hc Chemo Inj Via Sq Reservoir,96542,1225.0
2958,28900001.0,Hc Unlisted Chemotherapy Procedure,96549,249.0
2959,30000004.0,HC *18 ALDOLASE,82272,
2960,30000086.0,Hc Follicle Stimulating Hormone,83001,114.0
2961,30000088.0,Hc Nbn Screen Requisition,99080,1.0
2962,30000089.0,"Hc Reducing Substance,stool",81005,13.0
2963,30000090.0,"Hc Occult Blood,stool",82270,25.0
2964,30000091.0,Hc Copper *18,82525,13.49
2965,30000092.0,Hc C1 Inhibitor Antigen *18,86160,13.06
2966,30000098.0,Hc Follicle Stimulating Horm *48,83001,50.26
2967,30000099.0,Hc Hepatitis B Dna By Pcr*18,87517,88.0
2968,30000100.0,Hc Hcv Rna Quant *18,87522,57.5
2969,30000101.0,Hc Hepatitis C Genotype *89,87902,90.0
2970,30000102.0,Hc Anti Hcv (riba)*18,86804,16.84
2971,30000103.0,Hc Hematocrit Folate*18,85014,3.31
2972,30000104.0,Hc Anti-hcv Ab-riba*18,86804,16.84
2973,30000105.0,Hc Crp Cardiac*18,86141,18.09
2974,30000106.0,Hc Hep C Rna Ql*18,87521,130.0
2975,30000107.0,Hc Phospholipid Neutraliz *18,85597,19.55
2976,30000108.0,Hc Rast Allergan Ige *18,86003,5.68
2977,30000109.0,Hc Rast Allergan Ige *18,86003,10.0
2978,30000112.0,Hc Panca Titer *18,86021,12.37
2979,30000113.0,Hc C Panca Titer *18,86021,12.37
2980,30000114.0,Hc Atypical Panca Titer *18,86021,12.37
2981,30000115.0,Hc Leukocyte Histamine *104,86343,27.56
2982,30000116.0,Hc Ab Id Leukocyte *104,86021,31.75
2983,30000118.0,Hc Inhibin A *18,86336,16.94
2984,30000119.0,Hc Procainamide *137,80192,22.77
2985,30000120.0,Hc Tobramycin *18,80200,30.0
2986,30000121.0,Hc Aldolase *18,82085,21.0
2987,30000122.0,Hc Histamine Release *18,86343,150.0
2988,30000123.0,Hc Beta 2 Transferrin *45,86335,121.73
2989,30000125.0,Hc Collagen Xlinks *18,86235,52.87
2990,30000126.0,Hc Allergen Specific *104,86003,7.22
2991,30000127.0,Hc Paraneoplastic Ab Csf *45,86256,58.83
2992,30000128.0,Hc C1 Esterase Inbtr Protein *139,86160,13.06
2993,30000129.0,Hc H.influenza Type B Igg Ab*18,86684,23.0
2994,30000131.0,Hc Semen Analysis,89320,75.0
2995,30000132.0,"Hc Smear,nasal Eosinophils",89190,33.0
2996,30000133.0,Hc Cryoglobulin,82595,40.0
2997,30000134.0,Hc Heinz Body Test,85445,42.0
2998,30000137.0,Hc Unlisted Cytogen Procedure,84999,0.0
2999,30000138.0,Hc Unlisted Cytogen Reference Lab,84999,0.0
3000,30000138.0,Hc Unlisted Cytogen Reference Lab,84999,
3001,30000141.0,Hc Afp Amino Fld *95,82106,50.0
3002,30000142.0,Hc Post Vasectomy Semen Analysis,89321,75.0
3003,30000146.0,Hc D-dimer,85379,64.0
3004,30000147.0,Hc Fibrinogen,85384,55.0
3005,30000148.0,Hc Anti-thrombin Iii *3,85300,25.0
3006,30000149.0,Hc Fact Viii Inhibitor*03,85335,27.0
3007,30000151.0,Hc Hep Level-unfract Hep Only*03,85520,91.22
3008,30000152.0,Hc Lmw Heparin Level-anti Xa*03,85520,88.07
3009,30000153.0,Hc Antiplatelet Ab Hep Induced*03,86022,39.0
3010,30000154.0,Hc Anticardiolipin Ab Scrn*18,86147,35.54
3011,30000155.0,Hc Anticardiolipin Ab Iga*18,86147,11.0
3012,30000156.0,Hc Anticardiolipin Ab Igg*18,86147,11.0
3013,30000157.0,Hc Anticardiolipin Ab Igm*18,86147,11.0
3014,30000158.0,Hc Factor Viii Activity*18,85240,45.0
3015,30000159.0,Hc Ristocetin Cofactor *18,85245,50.0
3016,30000160.0,Hc Von Willebrand Factor Ag*18,85246,32.06
3017,30000161.0,Hc Dil Russell Viper Venom*18,85613,8.46
3018,30000162.0,Hc B2 Glycoprotein Ab *18,86146,27.66
3019,30000163.0,Hc Activated Clotting Time,85347,27.0
3020,30000167.0,Hc Echinococcus Igg West Blot*18,84181,51.0
3021,30000168.0,Hc Rotavirus*18,87425,13.04
3022,30000169.0,Hc Cysticerus Csf West Blot*89,84182,73.5
3023,30000170.0,Hc Herpes Simplex Dna Pcr*18,87529,117.0
3024,30000171.0,Hc Varicella Zoster Dna Pcr*89,87798,170.0
3025,30000172.0,Hc Hiv1 Qualitative Dna Pcr*18,87535,95.0
3026,30000173.0,Hc Human Herpes 6 Dna Pcr*18,87532,185.0
3027,30000174.0,"Hc Parvovirus B19 Dna,pcr*18",87798,71.0
3028,30000175.0,Hc Cmv Pcr Qualitative*18,87496,127.5
3029,30000176.0,Hc Epstein-barr Virus Dna Pcr*18,87798,105.0
3030,30000177.0,Hc Jc/bk Virus *45,87798,110.9
3031,30000178.0,Hc Urine Isolate Id,87088,49.0
3032,30000180.0,"Hc Parainfl 1,2,3 Pcr",87798,217.0
3033,30000181.0,Hc Hep C Rna Qnt Pcr,87522,265.0
3034,30000182.0,Hc Hep B Dna Pcr,87517,265.0
3035,30000183.0,Hc Crossmatch,86922,948.0
3036,30000184.0,Hc Abo Type,86900,20.0
3037,30000185.0,Hc Rh(d) Type,86901,20.0
3038,30000186.0,Hc Antibody Screen,86850,55.0
3039,30000187.0,"Hc Abo Type,transport Mom",86900,20.0
3040,30000188.0,"Hc Rh(d)type,transport Mom",86901,20.0
3041,30000189.0,Hc Antibody Scrn Transport Mom,86850,55.0
3042,30000190.0,"Hc Antibody Screen,prenatal",86850,55.0
3043,30000191.0,"Hc Abo Type,cord",86900,20.0
3044,30000192.0,"Hc Rh(d) Type,cord",86901,20.0
3045,30000193.0,"Hc Direct Coombs,broad Spectrum",86880,34.0
3046,30000194.0,"Hc Direct Coombs,igg",86880,34.0
3047,30000195.0,"Hc Direct Coombs,c3",86880,34.0
3048,30000196.0,Hc Repeat Antibody Screen,86850,55.0
3049,30000197.0,Hc Repeat Abo,86900,20.0
3050,30000198.0,Hc Repeat Rh,86901,20.0
3051,30000199.0,"Hc Titer,previous Specimen",86886,33.0
3052,30000200.0,Hc Du Test,86885,36.0
3053,30000201.0,Hc Antibody Titer,86886,33.0
3054,30000202.0,"Hc Fetal-screen,mother",85461,51.0
3055,30000203.0,"Hc Antigen Type,donor",86902,36.0
3056,30000204.0,"Hc Antigen Positive,donor",86902,36.0
3057,30000205.0,"Hc Antigen,patient",86905,24.0
3058,30000206.0,Hc Antibody Identification,86870,1796.0
3059,30000207.0,Hc Antibody Neutralization,86977,948.0
3060,30000208.0,"Hc Antibody Absorption,cold",86978,211.0
3061,30000209.0,Hc Absorption,86978,211.0
3062,30000210.0,"Hc Antibody Absorption,diff",86978,211.0
3063,30000211.0,Hc Centrifuge Unit,86999,112.0
3064,30000212.0,Hc Antibody Elution,86860,948.0
3065,30000213.0,Hc Arc Coded Antigen *36,86902,
3066,30000214.0,Hc Arc Antigen Type*36,86902,
3067,30000215.0,Hc Thawing Each Unit-plasma,86927,948.0
3068,30000217.0,Hc Pooling Unit,86965,948.0
3069,30000219.0,Hc Thawing Each Unit-cryo,86927,948.0
3070,30000221.0,Hc Unlisted Transf Ser Procedure,86999,141.0
3071,30000222.0,Hc Unlisted Ts Reference Lab,86999,
3072,30000222.0,Hc Unlisted Ts Reference Lab,86999,0.0
3073,30000223.0,Hc Arc After Hours Charge*36,99050,
